codi_carrer,numpost,llepost,tipusnum,districte,barri,secc_est,secc_cens,dist_post,x_ed50,y_ed50,x_etrs89,y_etrs89,longitud_wgs84,latitud_wgs84
23550.0,2,,,8,083,,0824,,,,723126.4090025963,4370657.264897213,-0.40665827434416413,39.45659181548067
71070.0,13,,,1,013,,0111,,,,725627.2820026021,4373074.845897195,-0.3768021634573641,39.477701294640525
28230.0,19,,,19,196,,1916,,,,734784.6050025735,4351338.917897334,-0.27806185227299174,39.27961638901624
54330.0,7,,,16,161,,1612,,,,724268.9030026024,4374593.066897187,-0.392068885264618,39.491722270049046
5040.0,21,,,6,063,,0617,,,,726977.7870026038,4373457.194897193,-0.3609862923053733,39.48078768474226
32700.0,4,,,10,106,,1041,,,,727516.5340025998,4369285.138897222,-0.35615086022315107,39.44309263698895
16830.0,80,,,17,174,,1701,,,,727124.6040026095,4377999.992897166,-0.35773204937924186,39.5216385892486
20550.0,11,,,3,032,,0310,,,,725467.022002601,4371908.717897205,-0.3790577022410002,39.46724677701089
81272.0,13,,,14,141,,1401,,,,727222.4520026041,4373721.088897191,-0.3580545369296771,39.483098422834594
71730.0,3,,,9,094,,0931,,,,724812.9470025972,4369361.94189722,-0.387511170470755,39.44449364586498
65910.0,34,,,10,102,,1021,,,,726003.3820026002,4370473.597897213,-0.373314851605403,39.454188401609244
26280.0,3,,,7,072,,0721,,,,722449.1900025969,4372174.9658972025,-0.41401600352835016,39.470428510302064
30450.0,11,,,11,112,,1130,,,,729609.9380026038,4372602.870897198,-0.3307080201385987,39.47239972759111
81355.0,5,,,4,044,,0417,,,,723614.2960026007,4373902.337897191,-0.39990541293136245,39.485675247246476
51270.0,1,,,1,011,,0103,,,,725792.098002603,4373141.061897197,-0.37486543862806443,39.478254084941106
70920.0,90,,,13,135,,1325,,,,728965.5030026033,4372623.014897197,-0.3381852860970805,39.472752713517075
18180.0,12,,,16,161,,1603,,,,724119.9170026025,4374437.087897186,-0.3938521548308565,39.49035709775306
81181.0,24,,,8,083,,0838,,,,723474.7260025973,4371174.519897208,-0.4024406024766489,39.461157499732806
60030.0,15,,,13,131,,1305,,,,728660.7320026034,4372319.230897201,-0.34182891726118886,39.47009940354579
40470.0,5,,,8,085,,0831,,,,724449.9370025983,4370643.573897212,-0.3912947503676975,39.45612464679615
81292.0,2,,,14,142,,1419,,,,727177.9620026059,4374676.167897186,-0.35824581061994765,39.49170684035963
30690.0,25,,,11,115,,1146,,,,729409.7890026008,4370088.203897214,-0.33389676190992784,39.449818926783784
23850.0,14,,,17,176,,1706,,,,723153.8690026063,4379840.355897155,-0.40326349772672776,39.53924465045345
34140.0,96,,,19,196,,1916,,,,734594.4920025737,4352061.344897332,-0.2800119072518069,39.28617025321549
38250.0,57,,,3,034,,0344,,,,725033.2130026007,4371652.999897204,-0.3841818224788998,39.465058511586115
15030.0,6,,,11,112,,1121,,,,729598.2043026037,4372444.6180972,-0.3308987553077883,39.47097845165776
70620.0,80,,,12,121,,1206,,,,728287.703002603,4372176.943897202,-0.346209684505324,39.46891769796561
13800.0,57,,,13,132,,1308,,,,728339.8900026031,4372385.7128972,-0.3455321814722811,39.47078297312993
81314.0,2,,,14,142,,1420,,,,727343.9930026052,4374354.569897187,-0.35642673447659484,39.4887682734584
75660.0,13,,,11,111,,1106,,,,729423.2720026025,4371520.197897204,-0.3332481321721398,39.46270452724671
34020.0,146,,,17,172,,1702,,,,724235.1540026049,4376731.9088971745,-0.39174094995586134,39.510983266872266
58860.0,1,,,16,161,,1613,,,,724115.6620026018,4374726.2718971865,-0.39380433513049834,39.49296122459227
71250.0,7,,,16,161,,1602,,,,724350.1390026027,4374294.963897189,-0.39122549147700325,39.48901778929085
81152.0,11,,,16,162,,1622,,,,724086.8940026031,4375248.748897184,-0.39396283329029913,39.49767166550214
61620.0,278,,,11,112,,1130,,,,729741.9581026039,4372574.209697198,-0.3291846763403932,39.47210652503738
45450.0,2,,,8,081,,0814,,,,724355.0940025985,4371251.11289721,-0.3921918127243001,39.46161799604653
57930.0,3,,,1,012,,0107,,,,725793.0070026022,4372441.9378972,-0.375091553681418,39.47196093183871
69330.0,140,,,3,034,,0338,,,,725196.2290026007,4371467.576897206,-0.3823513258150476,39.46334685459658
5010.0,18,,,19,197,,1912,,,,724454.6040025959,4368239.090897229,-0.3920485231111687,39.43447993720885
46770.0,195,,,10,106,,1041,,,,728662.2590025984,4368241.266897228,-0.3432075903335375,39.433393477711334
56070.0,230,,,18,181,,1808,,,,721145.6560025973,4375196.3618971845,-0.4281530585943227,39.497961534978295
29190.0,122,,,11,112,,1119,,,,730074.4380026036,4372563.556897197,-0.3253271234213712,39.471921833393516
38290.0,212,,,10,106,,1041,,,,728565.6148025995,4369115.683997219,-0.3440302707318956,39.4412897202991
19770.0,14,,,13,133,,1317,,,,727789.8360026036,4372582.377897198,-0.3518530340544733,39.472698891538016
33960.0,7,,,1,012,,0105,,,,726066.2820026022,4372712.228897198,-0.37182618261819894,39.474322122846495
39960.0,3,,,3,033,,0321,,,,724366.0460026006,4372647.3638972,-0.3915951183869737,39.47418318115838
81554.0,5,,,12,121,,1212,,,,728260.0270026026,4371760.8238972025,-0.3466734368433566,39.465179562302836
56550.0,46,,,2,021,,0206,,,,726507.6030026017,4371497.013897208,-0.3671131569270901,39.46326782432154
81851.0,7,,,10,104,,1030,,,,726640.1970025994,4369557.604897218,-0.3662317625659196,39.44577610037955
81851.0,16,,,10,104,,1030,,,,726657.9057025996,4369541.171397217,-0.3660317512704011,39.445623521611424
19620.0,12,,,9,091,,0904,,,,724733.4565025994,4370948.39449721,-0.38790009174635925,39.458794478399085
27570.0,19,,,8,081,,0801,,,,724130.4720025992,4371767.694897205,-0.3946266968531666,39.466326405937465
27690.0,4,,,8,081,,0813,,,,724065.2140025982,4371323.415897207,-0.3955337152221516,39.462344301920226
20220.0,29,,,2,022,,0237,,,,726436.1380026025,4372148.9068972,-0.3677218182792096,39.46915437926659
70410.0,6,,,17,173,,1703,,,,725432.4170026074,4377370.350897169,-0.3776120688288755,39.51641677398923
76020.0,6,,,11,111,,1101,,,,729096.063102602,4371200.443797207,-0.3371574152913918,39.459913581476904
5370.0,42,,,18,181,,1807,,,,721514.3130025985,4375775.506897179,-0.4236771795992631,39.50307979409727
35430.0,17,,,5,055,,0539,,,,726047.1840026047,4374288.534897188,-0.371513598927802,39.48851564187503
34950.0,10,,,5,055,,0540,,,,726013.0240026044,4374237.316897187,-0.37192778797888393,39.48806359939753
22020.0,64,,,3,034,,0346,,,,724730.5070026,4371656.062897203,-0.38769605745747043,39.46516515196475
22890.0,2,,,12,123,,1228,,,,728590.8060026023,4371495.598897204,-0.342923136203904,39.462704528643776
54660.0,205,,,11,112,,1122,,,,729718.2330026033,4372254.302897199,-0.3295703605162265,39.46923343438972
6930.0,37,,,7,071,,0719,,,,723789.5870025993,4372177.762897202,-0.39844789267578506,39.47010624163401
49500.0,16,,,5,054,,0531,,,,725563.3240026038,4374355.955897189,-0.37711159272670464,39.4892495199851
53790.0,13,,,10,101,,1009,,,,726965.4660026014,4370997.770897208,-0.3619660818730635,39.45865352790181
68220.0,11,,,11,112,,1109,,,,729277.3080026029,4371606.6248972025,-0.33491336418754175,39.46352132620342
29130.0,9,,,19,196,,1916,,,,734618.614002574,4351936.766897331,-0.2797759299377584,39.2850424278559
48090.0,1,,,1,011,,0102,,,,725730.3430026027,4372836.894897197,-0.3756856662320602,39.475532435419716
21660.0,1,,,5,052,,0517,,,,725894.2550026032,4373452.789897195,-0.37357329720929033,39.481033177042605
38250.0,91,,,9,091,,0902,,,,724794.4930025993,4371274.246897207,-0.38708160830784766,39.46171162689049
55080.0,6,,,5,055,,0541,,,,725797.8300026042,4374332.589897188,-0.37439531693700356,39.488977675008826
63720.0,11,,,10,101,,1003,,,,726484.7890026008,4370895.198897208,-0.3675822874551616,39.45785682249201
46860.0,23,,,10,102,,1016,,,,726047.0996026006,4370652.804197211,-0.3727465783735802,39.455789992743554
43380.0,13,,,5,051,,0501,,,,725374.517002603,4373663.327897192,-0.37953908650116064,39.483064555483764
52110.0,6,,,4,042,,0409,,,,724803.6300026022,4373693.438897188,-0.3861602306186554,39.4834849442574
81431.0,1,,,6,062,,0614,,,,727146.3680026025,4372070.388897202,-0.35950046508591976,39.4682605170151
12720.0,23,,,13,135,,1325,,,,728962.216002604,4372787.137897197,-0.33816712524951054,39.47423083891948
38850.0,4,,,1,016,,0132,,,,725767.7870026012,4372081.113897202,-0.37550656134118016,39.46871971537965
80460.0,71,,,17,171,,1701,,,,724809.9450026084,4378856.420897159,-0.38434392244780063,39.52995615758858
71820.0,39,,,2,022,,0239,,,,726603.565002603,4372281.380897199,-0.36573244350609674,39.47030273085477
39690.0,19,,,9,093,,0926,,,,724886.9720025985,4370158.634897215,-0.3863835253600718,39.4516455734072
76680.0,7,,,7,071,,0719,,,,723790.1660025992,4372088.648897204,-0.3984710604656299,39.46930394752052
58080.0,5,,,11,113,,1136,,,,729753.2780026046,4373615.161897192,-0.32869461649376586,39.48147291014508
7410.0,7,,,17,176,,1706,,,,722952.1940026063,4379960.192897153,-0.40556784842777105,39.5403757230191
54090.0,51,,,11,112,,1112,,,,730279.5050026024,4371805.079897203,-0.3232073835056869,39.4650401144616
22680.0,61,,,7,072,,0721,,,,722382.282002596,4372135.4318972025,-0.41480624838948804,39.470089936300255
12960.0,34,,,2,021,,0215,,,,725891.4520026005,4371411.195897208,-0.37429718031666737,39.46265723958616
9000.0,159,,,11,112,,1122,,,,729753.3144026028,4372278.489297199,-0.3291546326312697,39.4694417691964
31050.0,35,,,12,121,,1216,,,,728937.7020026024,4371717.741897204,-0.3388187821053943,39.46461184757149
24150.0,12,,,6,062,,0613,,,,727421.4910026033,4372151.321897201,-0.3562778571222196,39.46891635670661
16230.0,16,,,7,075,,0742,,,,722791.1940025969,4371737.417897202,-0.4101900995818083,39.466401510305396
44670.0,25,,,7,071,,0702,,,,723844.1780025996,4372398.801897201,-0.39773971866175417,39.47208168803543
11820.0,14,,,17,177,,1707,,,,724233.3230026052,4377289.604897169,-0.39157437548891594,39.51600367938199
63720.0,4,,,10,101,,1003,,,,726468.4134026009,4370863.885197209,-0.36778305470062506,39.45757927086915
45390.0,7,,,15,152,,1514,,,,725743.7610026047,4375044.494897182,-0.37478226651980445,39.49539980503429
26670.0,1,,,17,176,,1706,,,,723100.8870026063,4379824.737897155,-0.40388467118686244,39.53911783644
37470.0,45,,,12,124,,1234,,,,727558.2930026022,4371843.893897203,-0.3547940004615087,39.46611304214
70320.0,14,,,18,181,,1803,,,,721890.9420025991,4375833.925897181,-0.41928149709845847,39.50350852851406
34140.0,45,,,19,196,,1916,,,,733769.0860025778,4353632.646897316,-0.28902623478094214,39.30053631752428
57300.0,37,,,8,081,,0833,,,,724604.7820025993,4371674.847897205,-0.38914975960871645,39.465367049976265
9000.0,294,,,11,112,,1130,,,,729818.6069026039,4372760.132697196,-0.3282304661913024,39.4737595196238
5730.0,30,,,10,106,,1041,,,,727621.8450026,4369599.224897216,-0.35482129498835585,39.44589192395078
36930.0,22,,,10,106,,1054,,,,729248.9990026006,4369898.818897216,-0.3358285086727915,39.44815709840826
59940.0,7,,,7,071,,0707,,,,724228.3680025995,4372084.765897203,-0.39338326729854944,39.469154960258074
47250.0,16,,,5,052,,0517,,,,725846.9107026034,4373719.509197191,-0.3740328720221572,39.48344637881807
80290.0,1,,,7,073,,0725,,,,724024.3510025985,4371605.981897206,-0.3959133808943539,39.46489839942059
81522.0,71,,,19,195,,1909,,,,731197.1110025817,4354391.618897317,-0.31856133815023185,39.30805831218342
81763.0,2,,,10,106,,1054,,,,729053.0280026012,4370397.683897214,-0.3379325359588048,39.452699467471824
1470.0,4,,,14,141,,1414,,,,726415.3020026048,4374209.496897187,-0.36726418916306913,39.4877074034288
32790.0,83,,,9,092,,0924,,,,724369.6340025975,4370313.407897215,-0.39233813168444404,39.45317364930466
38250.0,17,,,3,032,,0315,,,,725213.3450026005,4371952.790897203,-0.3819888076266024,39.46770988989385
44460.0,84,,,10,103,,1029,,,,725457.3450025985,4369809.123897215,-0.3798791859411366,39.448350441828374
61620.0,271,,,11,112,,1121,,,,729717.6741026039,4372483.116097198,-0.32949806513164676,39.471293089715914
74430.0,3,,,14,141,,1409,,,,727078.5200026043,4374031.920897192,-0.35962051287235425,39.485934226398555
81262.0,12,,,19,193,,1906,,,,729253.9310025973,4367034.267897232,-0.33675387985746064,39.4223721842858
68610.0,13,,,1,016,,0128,,,,725792.152002602,4372592.436897199,-0.3750505418683036,39.473315819729834
54660.0,291,,,11,112,,1121,,,,729746.9884026037,4372478.363797199,-0.32915926582258476,39.47124249125563
26820.0,56,,,14,141,,1410,,,,726984.4110026053,4374248.760897188,-0.36063984932575616,39.4879108428617
81204.0,6,,,6,062,,0615,,,,727425.1850026028,4372452.558897202,-0.35613226916644325,39.4716268191168
56490.0,49,,,15,152,,1514,,,,725587.5790026045,4374945.8158971835,-0.3766301591627917,39.494552565307046
57540.0,46,,,12,121,,1208,,,,728240.3410026031,4371890.215897202,-0.3468577830698953,39.46634943272641
37890.0,24,,,6,063,,0616,,,,726791.504002604,4373696.070897191,-0.3630687551546242,39.48298693764304
26280.0,7,,,7,072,,0721,,,,722501.9380025966,4372175.326897202,-0.4134032705638563,39.470418126307614
11610.0,38,,,1,015,,0124,,,,725346.3760026023,4372865.427897197,-0.3801356012957945,39.475889891535175
38820.0,143,,,11,112,,1122,,,,729637.8100026029,4372169.884897201,-0.33053336564302005,39.46849506047925
25710.0,10,,,2,021,,0221,,,,726225.0110026011,4371388.731897208,-0.3704314181532985,39.462367461880824
76380.0,1,,,3,033,,0317,,,,724585.9500026004,4372199.581597204,-0.389191830166184,39.47009522559712
73540.0,10,,,6,063,,0616,,,,726908.2170026045,4373643.764897193,-0.3617308694757359,39.4824853570339
71100.0,3,,,16,161,,1601,,,,723883.1270026023,4374755.465897186,-0.396496009687111,39.49328456939562
24630.0,5,,,15,152,,1517,,,,725826.0010026051,4375115.073897183,-0.3738029028024834,39.49601350268992
38670.0,76,,,2,021,,0204,,,,726766.4540026017,4371445.812897206,-0.36412469640595085,39.46273882287552
24030.0,8,,,17,177,,1707,,,,724383.2660026054,4377262.86689717,-0.38984085328431023,39.51572386870851
37050.0,34,,,12,121,,1214,,,,728581.4630026033,4371790.583897203,-0.34293059009847116,39.46536214754634
43290.0,32,,,9,092,,0923,,,,724662.0630025985,4370316.482897213,-0.3889417438786572,39.45312509957801
81233.0,12,,,13,132,,1313,,,,728278.3140026041,4372752.432897198,-0.34612179327670084,39.47410012931113
58530.0,21,,,11,112,,1130,,,,729653.9830026035,4372575.349897197,-0.33020597798596774,39.47214026521396
70620.0,55,,,13,132,,1307,,,,728161.9050026035,4372254.923897201,-0.3476439194147932,39.469652944440256
2040.0,11,,,11,112,,1108,,,,729514.1200026029,4371829.986897203,-0.33208667297347494,39.465468678957606
55140.0,2,,,15,151,,1504,,,,725987.9850026049,4374558.869897186,-0.3721096266360321,39.49096450824478
35550.0,29,,,2,022,,0235,,,,726212.4550026018,4371898.1598972045,-0.3704045352522714,39.46695618644413
13590.0,32,,,10,106,,1041,,,,728024.0950025992,4368870.441897221,-0.35040020052483667,39.43922576625144
71370.0,9,,,18,181,,1807,,,,721373.5960025976,4375568.808897182,-0.4253809357950375,39.501255453941575
41550.0,5,,,1,011,,0103,,,,725853.6570026025,4373117.697897196,-0.3741583504704197,39.47802762799806
38820.0,329,,,11,112,,1131,,,,729727.2270026038,4372791.363897197,-0.32928097007961665,39.47406502120084
20400.0,20,,,12,121,,1211,,,,728462.416002603,4371807.397897204,-0.3443072619424522,39.465545088645655
81422.0,5,,,4,041,,0401,,,,724152.0620026006,4373130.910897195,-0.3939178951587296,39.47859147954438
47130.0,42,,,14,142,,1418,,,,727142.7660026052,4374431.121897186,-0.3587381966420001,39.48951047655222
65130.0,15,,,12,123,,1230,,,,728485.8460026024,4371398.690897206,-0.34417510914791555,39.461860125272295
34020.0,56,,,17,172,,1702,,,,724899.0350026046,4375566.174897181,-0.3844200258535691,39.500316856987226
34350.0,5,,,19,196,,1916,,,,733517.3540025789,4353983.565897316,-0.2918206653346195,39.30376278755736
12030.0,26,,,3,031,,0304,,,,724822.0350026013,4372714.000897197,-0.38627664828931,39.47466400169548
35730.0,29,,,12,121,,1214,,,,728867.825002603,4371662.042897203,-0.33964931617632843,39.46412908459866
81722.0,7,,,4,041,,0403,,,,723687.1390026009,4373687.804897191,-0.3991312259113763,39.483725234261065
12180.0,31,,,7,071,,0718,,,,723905.4490025993,4372307.6958972,-0.39705869184154924,39.47124567816615
62010.0,5,,,1,015,,0124,,,,725309.8960026016,4372901.8937971955,-0.3805469811767485,39.47622767914724
5130.0,5,,,11,114,,1142,,,,729188.1240026038,4372840.083897197,-0.33552526876558963,39.47464727031345
80420.0,1,,,4,041,,0422,,,,723917.3780026004,4373651.440897194,-0.3964689806353614,39.483338020202204
76830.0,19,,,14,141,,1410,,,,726943.3460026047,4374031.643897188,-0.36119079339311866,39.4859674020698
9870.0,5,,,11,112,,1112,,,,729954.4610026027,4371828.847897203,-0.32697368026880075,39.46534092490229
29820.0,69,,,18,181,,1806,,,,721862.4780025992,4375705.01089718,-0.4196551765030353,39.5023554563515
46770.0,519,,,19,193,,1907,,,,729860.7619025939,4363667.695097254,-0.330867748685719,39.39190836573054
61620.0,113,,,11,112,,1108,,,,729659.7860026034,4372006.239897202,-0.33033448729298515,39.467016257296244
41880.0,40,,,3,033,,0319,,,,724503.7560026005,4372454.497897199,-0.3900606170105755,39.47241123423187
71130.0,73,,,13,131,,1302,,,,729236.2080026027,4372131.989897202,-0.33521014261069365,39.46826101096479
71130.0,32,,,11,112,,1109,,,,729286.5520026032,4371976.535897202,-0.3346789240208106,39.46684838348601
60030.0,33,,,13,131,,1304,,,,728705.9030026034,4372463.5828972,-0.34125485008362294,39.47138670159427
8790.0,17,,,1,015,,0126,,,,725401.0126026017,4372530.596797198,-0.37961417101174627,39.472861709495184
54660.0,175,,,11,112,,1122,,,,729705.8223026033,4372169.466897201,-0.3297436930832523,39.46847315245348
60390.0,29,,,9,091,,0907,,,,724627.775002599,4370663.136897213,-0.3892232283847778,39.45625437136569
11010.0,39,,,10,103,,1051,,,,725677.0150025989,4370036.130897215,-0.3772521176153674,39.45033625660948
29250.0,7,,,1,015,,0124,,,,725340.8410026018,4372697.726897198,-0.3802565457771119,39.47438183393688
35100.0,89,,,3,031,,0302,,,,725013.5245026015,4372526.681697198,-0.38411580507762944,39.4729278585908
62070.0,20,,,1,016,,0134,,,,725297.9270026013,4372118.156897201,-0.3809507002802951,39.469176249350575
71850.0,4,,,18,181,,1806,,,,721661.7730025986,4375613.307897181,-0.4220177517735702,39.50158176497861
53550.0,72,,,10,103,,1026,,,,725963.2190025995,4370360.976897215,-0.37381929277714465,39.45318521939679
10230.0,48,,,19,192,,1902,,,,726826.1720025981,4367894.167897229,-0.3646373607189319,39.43075435547839
7020.0,31,,,12,122,,1221,,,,727678.4730026032,4372070.7628972,-0.3533209776218037,39.46812331464711
46680.0,8,,,1,016,,0132,,,,725865.7190026012,4372024.116897204,-0.3743885420191955,39.468180986668244
32070.0,7,,,18,181,,1808,,,,721353.9150025976,4375397.380897182,-0.4256665781688106,39.499717417737045
68940.0,8,,,11,112,,1117,,,,729509.024202603,4372149.170397201,-0.33203606282986525,39.46834295795276
68100.0,4,,,16,162,,1622,,,,724084.4150026029,4375234.668897184,-0.393996370797997,39.49754557397345
2760.0,9,,,1,016,,0128,,,,725545.8080026015,4372114.454897203,-0.3780732055341341,39.469078013607536
75000.0,19,,,9,091,,0907,,,,724670.3400025985,4370597.1178972125,-0.3887512076489276,39.455649013056366
81113.0,16,,,7,073,,0725,,,,723667.6340025979,4371714.750897206,-0.4000194398791521,39.465970214239285
13380.0,2,,,9,092,,0924,,,,724394.9630025984,4370352.138897214,-0.39203102332950623,39.45351567991293
54330.0,4,,,16,161,,1610,,,,724267.8480026028,4374568.899897186,-0.39208927418237005,39.491505012169576
28830.0,2,,,11,111,,1102,,,,729632.6430026016,4370622.351897211,-0.3311257932486699,39.45456733854178
16830.0,14,,,17,174,,1701,,,,726925.4530026084,4377591.953897166,-0.36018571104588776,39.518018464830654
80070.0,2,,,10,102,,1015,,,,726085.2160026005,4370773.754897212,-0.3722630439144983,39.45686868293082
73710.0,21,,,16,161,,1626,,,,724191.7080026024,4374963.908897184,-0.3928409180729368,39.49508043355602
72030.0,52,,,2,021,,0224,,,,725904.6570026004,4371119.58489721,-0.37424253951110636,39.46002893836185
67860.0,10,,,8,082,,0821,,,,723093.7430025955,4370262.0848972155,-0.40716962643118587,39.45304310347032
46770.0,313,,,19,193,,1907,,,,728965.0380025969,4366864.245897234,-0.34016477275417334,39.42091858402698
45090.0,54,,,1,012,,0108,,,,726152.5320026021,4372587.2038972,-0.37086684649564733,39.473174098961834
28140.0,337,,,11,112,,1131,,,,729688.131002604,4372842.440897196,-0.32971743370921625,39.474535190278004
34500.0,46,,,10,104,,1030,,,,726508.9040025993,4369376.5928972205,-0.36781737828309213,39.44418131584542
51930.0,3,,,1,013,,0110,,,,725346.1585026024,4373275.382897194,-0.37999960253741116,39.47958002516495
73110.0,33,,,1,014,,0123,,,,725234.7630026017,4372398.325897199,-0.38158966305243575,39.471714635446915
18750.0,4,,,1,012,,0109,,,,726301.5470026032,4372801.367897198,-0.3690635265199381,39.47506264298153
14730.0,110,,,13,133,,1315,,,,727723.842002604,4372805.377897197,-0.3525433409118984,39.47472357366201
11580.0,1,,,11,113,,1139,,,,729821.0720026046,4373704.790897189,-0.3278762968605839,39.48226153703061
73920.0,77,,,8,083,,0838,,,,723409.8990025976,4371168.307897209,-0.4031954730115627,39.46111840599772
41820.0,8,,,11,111,,1154,,,,729005.9950026025,4371299.685897205,-0.3381691917927662,39.46083080748605
54750.0,30,,,5,052,,0513,,,,725599.7220026035,4373814.62989719,-0.3768719706142947,39.48436742521921
73950.0,116,,,7,074,,0736,,,,723123.4550025971,4371449.99789721,-0.40642758039752763,39.46372828143523
50970.0,2,,,11,112,,1109,,,,729323.5398026033,4371863.957597201,-0.3342880883027401,39.46582522997157
76050.0,31,,,11,112,,1122,,,,729380.1200026036,4372358.474897199,-0.3334610488133036,39.47026123373253
32790.0,33,,,9,091,,0905,,,,724587.4000025991,4370774.607897209,-0.38965453706796166,39.457268282839465
43950.0,2,,,14,141,,1408,,,,727309.2980026053,4374055.619897189,-0.3569317124978279,39.48608659563255
81138.0,252,,,19,197,,1913,,,,724788.2481025965,4368301.674297228,-0.388154614909107,39.434956313428756
68160.0,16,,,3,033,,0326,,,,724183.0010026003,4372675.808897199,-0.39371151284834977,39.47448692186164
5010.0,4,,,19,197,,1912,,,,724473.3620025954,4368306.311897229,-0.3918082065317078,39.435080129975624
25680.0,58,,,12,124,,1234,,,,727507.820002603,4371891.072897205,-0.35536404216063355,39.46655104075815
33900.0,14,,,9,091,,0902,,,,724870.8310025998,4371224.368897209,-0.38621195717017864,39.46124272939893
31530.0,73,,,8,083,,0837,,,,723549.9080025975,4371320.320897209,-0.4015187312027179,39.46245039012108
53640.0,141,,,5,051,,0504,,,,724611.0442026029,4374273.50029719,-0.3882018370811643,39.488756504046364
80920.0,4,,,9,092,,0920,,,,724538.8520025976,4369938.786897215,-0.3904993302581841,39.44975747826036
29610.0,10,,,5,052,,0514,,,,725651.8240026035,4373905.022897192,-0.3762361616215941,39.48516740115795
51600.0,19,,,10,106,,1041,,,,726724.8223025998,4369510.836897216,-0.36526518710935524,39.44533286957447
9600.0,16,,,5,054,,0529,,,,725395.3934026038,4374127.020597189,-0.37913981666827967,39.487232857662725
52140.0,9,,,6,061,,0603,,,,726878.7520026036,4372783.300897198,-0.3623658613036431,39.47474805234921
29400.0,4,,,15,152,,1516,,,,725887.6830026051,4374981.721897183,-0.3731314996478368,39.49479698898305
45120.0,5,,,14,141,,1404,,,,727387.1340026045,4373923.968897191,-0.3560724729929285,39.484881036912476
8130.0,12,,,11,115,,1147,,,,729495.2350026014,4370284.514897213,-0.3328372897445516,39.451563137096464
42270.0,4,,,2,021,,0218,,,,726255.153002601,4371191.720897208,-0.37014818773820807,39.460586220478945
67620.0,3,,,12,122,,1220,,,,727694.6750026031,4372226.4858972,-0.3530796801744952,39.469520691051535
65130.0,34,,,12,123,,1232,,,,728666.2730026024,4371309.420897206,-0.3421105989170018,39.4610087155297
660.0,60,,,19,192,,1904,,,,727027.126002598,4367763.12589723,-0.36234941336771703,39.429521927048846
13590.0,58,,,10,106,,1041,,,,728182.4190025994,4369065.78689722,-0.34849563683336043,39.440942158312374
69210.0,20,,,19,192,,1915,,,,727029.3770025985,4368031.507897227,-0.36223213660465575,39.43193707258444
53580.0,3,,,11,112,,1112,,,,729907.427002603,4371895.318897201,-0.3274969519231751,39.46595177924428
81511.0,2,,,14,141,,1401,,,,727322.4930026043,4373643.230897193,-0.35691905297401466,39.482371197042305
56760.0,55,,,10,106,,1041,,,,728280.0430025999,4369502.772897218,-0.3472130546036714,39.44484960784586
59910.0,28,,,10,102,,1021,,,,726019.3940026005,4370582.43989721,-0.3730920928183699,39.45516390407288
24720.0,21,,,3,031,,0302,,,,724769.0540026005,4372598.458897199,-0.38693092619211655,39.473637820099
65010.0,47,,,10,106,,1041,,,,728019.2890025999,4369369.99389722,-0.3502854970351644,39.44372351350588
33780.0,1,,,4,043,,0414,,,,724435.9230026024,4373998.463897188,-0.39032878668202,39.486326545923085
13920.0,78,,,10,106,,1054,,,,729249.0910026,4369293.38889722,-0.3360352225916013,39.4427076564184
61530.0,31,,,12,123,,1231,,,,728625.0690026025,4371349.783897206,-0.3425752226155816,39.46138296127189
81785.0,3,,,10,106,,1054,,,,729203.5620026,4369324.88889722,-0.33655294446883194,39.44300329773356
2160.0,14,,,15,152,,1519,,,,725574.0220026048,4375299.486897181,-0.37666792229907226,39.49773955713905
9000.0,98,,,11,112,,1115,,,,729754.9406026034,4372123.1346972,-0.3291892445054558,39.468043016595864
81436.0,1,,,15,153,,1529,,,,727037.8000026053,4374690.674897186,-0.35986912832789475,39.49187442645944
65130.0,16,,,12,123,,1230,,,,728462.3080026025,4371381.420897206,-0.34445434110582374,39.46171092477074
81653.0,1,,,10,105,,1034,,,,726933.7680026009,4370420.660897212,-0.362530311552556,39.453467267988046
30960.0,19,,,12,125,,1241,,,,727916.1860026019,4371210.159897207,-0.3508543348697232,39.460314137726954
66330.0,201,,,5,055,,0538,,,,725791.0000026043,4374555.025897186,-0.37439930285490636,39.49098163990225
71100.0,1,,,16,161,,1601,,,,723891.2680026022,4374764.324897185,-0.3963984543846394,39.49336219241494
13620.0,24,,,18,181,,1803,,,,721748.961002599,4375703.492897182,-0.4209746727919359,39.50237107711795
81665.0,22,,,17,176,,1706,,,,723043.9070026056,4379671.211897154,-0.40459858381982666,39.53775071222852
75870.0,7,,,6,062,,0615,,,,727339.6330026032,4372261.538897203,-0.35719093185875683,39.469930044749816
39540.0,8,,,12,121,,1214,,,,728819.065002603,4371656.677897202,-0.3402173673931734,39.46409375502864
48240.0,42,,,18,181,,1804,,,,722186.379002599,4375278.279897182,-0.4160340097724525,39.498430639691506
81794.0,15,,,10,103,,1025,,,,725409.0244025993,4370002.530497217,-0.38037490870154655,39.45010398270749
54090.0,67,,,11,112,,1112,,,,730274.4140026023,4371848.710897202,-0.3232514454558566,39.46543418920601
77880.0,1,,,5,054,,0529,,,,725537.6670026041,4374273.305897189,-0.37743761043417223,39.48851230337149
2910.0,215,,,11,112,,1130,,,,729821.7494026037,4372597.851697197,-0.3282498803560785,39.47229802087787
44070.0,7,,,2,023,,0250,,,,726290.3550026022,4371767.349897204,-0.36954424613902787,39.46575827705718
