City,Zip Code,Location,Address,Latitude,Longitude
Madrid,28821,Amazon Logistics DMA6,"C. Holanda, 3, 28821 Coslada, Madrid",40.436267,-3.565627
Madrid,28052,Amazon Logistics DMA3,"C. Pirotecnia, 36, Vicálvaro, 28052 Madrid",40.396127,-3.592207
Madrid,28108,Amazon DMA2 Logística,"Av. de Peñalara, 28108 Madrid",40.525572,-3.66367
Madrid,28830,Amazon MAD4,"Av. Astronomía, 24, 28830 San Fernando de Henares, Madrid",40.446232,-3.497775
