Index_1,Index_2,ID_1,ID_2,Company_1,Company_2,Type_1,Type_2,Group_1,Group_2,Location_1,Location_2,Address_1,Address_2,Distance_m,Address_Similarity,Location_Similarity,Address_Numbers_Available,Same_Address_Number,Same_Company,Same_Type,Same_Group,Should_Cluster,Pair_Classification,Pair_Rule
84,2017,85,2018,InPost,UPS,Convenience Stores,Convenience Stores,PUDO,PUDO,Valira Gracia,Valira Barcelona,"Carrer d'Astúries, 8","Carrer d'Astúries, 8",4.47,100.0,62.07,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
85,2019,86,2020,InPost,UPS,Convenience Stores,Convenience Stores,PUDO,PUDO,Globus Amb Gracia,Globus Amb Gracia,"Plaça del Sol, 22","Plaça del Sol, 22",10.8,100.0,100.0,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
85,624,86,625,InPost,Amazon,Convenience Stores,Locker,PUDO,PUDO,Globus Amb Gracia,Amazon Lockers - Demeter,"Plaça del Sol, 22","Plaça del Sol, 5",12.97,90.32,30.77,True,False,False,False,True,True,Same group - close distance,same group and distance <= 15m
86,627,87,628,InPost,Amazon,Convenience Stores,Convenience Stores,PUDO,PUDO,Estanco 20 De Barcelona,Amazon Counter - Estanco Exp. Nâ°20,"Carrer Gran de Gràcia, 219","Carrer Gran de Gràcia, 219",5.44,100.0,36.36,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
86,1028,87,1029,InPost,SEUR,Convenience Stores,Convenience Stores,PUDO,PUDO,Estanco 20 De Barcelona,Estanco Exp. Nâ°20,"Carrer Gran de Gràcia, 219","Carrer Gran de Gràcia, 219",6.41,100.0,50.0,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
86,1588,87,1589,InPost,Ctt Express,Convenience Stores,Convenience Stores,PUDO,PUDO,Estanco 20 De Barcelona,Estanco Exp. Nâ°20,"Carrer Gran de Gràcia, 219","Carrer Gran de Gràcia, 219",9.21,100.0,50.0,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
86,1338,87,1339,InPost,Dhl,Convenience Stores,Convenience Stores,PUDO,PUDO,Estanco 20 De Barcelona,Estanco 20 Barcelona,"Carrer Gran de Gràcia, 219","Carrer Gran de Gràcia, 219",42.78,100.0,93.02,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
88,1125,89,1126,InPost,SEUR,Convenience Stores,Convenience Stores,PUDO,PUDO,Laika Pet Shop,Laika,"C. de Muntaner, 235","C. de Muntaner, 235",3.36,100.0,52.63,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
89,1586,90,1587,InPost,Ctt Express,Convenience Stores,Convenience Stores,PUDO,PUDO,4g Mobils,4g Mobiles,"Travessera de Gràcia, 203","Travessera de Gràcia, 203",22.1,100.0,94.74,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
89,1027,90,1028,InPost,SEUR,Convenience Stores,Convenience Stores,PUDO,PUDO,4g Mobils,4g Mobils,"Travessera de Gràcia, 203","Travessera de Gràcia, 203",23.72,100.0,100.0,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
91,1034,92,1035,InPost,SEUR,Convenience Stores,Locker,PUDO,PUDO,Micro Market Outlet,Seur Lockers Micro Market,"C/ de Padilla, 206","C/ de Padilla, 206",2.77,100.0,54.55,True,True,False,False,True,True,Same group - strong text match,same group and strong location/address match
