Provincias;Municipios;Secciones;Sexo;Edad;Periodo;Total
28 Madrid;28079 Madrid;2807906089 Madrid sección 06089;Total;Todas las edades;2025;1.146
28 Madrid;28079 Madrid;2807906090 Madrid sección 06090;Total;Todas las edades;2025;2.336
28 Madrid;28079 Madrid;2807906091 Madrid sección 06091;Total;Todas las edades;2025;1.619
28 Madrid;28079 Madrid;2807906092 Madrid sección 06092;Total;Todas las edades;2025;1.215
28 Madrid;28079 Madrid;2807906093 Madrid sección 06093;Total;Todas las edades;2025;1.396
28 Madrid;28079 Madrid;2807906094 Madrid sección 06094;Total;Todas las edades;2025;2.154
28 Madrid;28079 Madrid;2807906095 Madrid sección 06095;Total;Todas las edades;2025;1.196
28 Madrid;28079 Madrid;2807906096 Madrid sección 06096;Total;Todas las edades;2025;1.290
28 Madrid;28079 Madrid;2807906097 Madrid sección 06097;Total;Todas las edades;2025;1.486
28 Madrid;28079 Madrid;2807906098 Madrid sección 06098;Total;Todas las edades;2025;""
28 Madrid;28079 Madrid;2807906099 Madrid sección 06099;Total;Todas las edades;2025;2.126
28 Madrid;28079 Madrid;2807906101 Madrid sección 06101;Total;Todas las edades;2025;2.125
28 Madrid;28079 Madrid;2807906102 Madrid sección 06102;Total;Todas las edades;2025;1.861
28 Madrid;28079 Madrid;2807906103 Madrid sección 06103;Total;Todas las edades;2025;1.626
28 Madrid;28079 Madrid;2807906104 Madrid sección 06104;Total;Todas las edades;2025;1.350
28 Madrid;28079 Madrid;2807906105 Madrid sección 06105;Total;Todas las edades;2025;2.065
28 Madrid;28079 Madrid;2807906106 Madrid sección 06106;Total;Todas las edades;2025;1.286
28 Madrid;28079 Madrid;2807906107 Madrid sección 06107;Total;Todas las edades;2025;1.519
28 Madrid;28079 Madrid;2807906108 Madrid sección 06108;Total;Todas las edades;2025;1.513
28 Madrid;28079 Madrid;2807906109 Madrid sección 06109;Total;Todas las edades;2025;2.299
28 Madrid;28079 Madrid;2807906110 Madrid sección 06110;Total;Todas las edades;2025;1.431
28 Madrid;28079 Madrid;2807906111 Madrid sección 06111;Total;Todas las edades;2025;2.188
28 Madrid;28079 Madrid;2807906112 Madrid sección 06112;Total;Todas las edades;2025;1.113
28 Madrid;28079 Madrid;2807906113 Madrid sección 06113;Total;Todas las edades;2025;1.100
28 Madrid;28079 Madrid;2807906114 Madrid sección 06114;Total;Todas las edades;2025;2.172
28 Madrid;28079 Madrid;2807906115 Madrid sección 06115;Total;Todas las edades;2025;1.244
28 Madrid;28079 Madrid;2807906116 Madrid sección 06116;Total;Todas las edades;2025;2.280
28 Madrid;28079 Madrid;2807906117 Madrid sección 06117;Total;Todas las edades;2025;2.164
28 Madrid;28079 Madrid;2807906118 Madrid sección 06118;Total;Todas las edades;2025;998
28 Madrid;28079 Madrid;2807906119 Madrid sección 06119;Total;Todas las edades;2025;1.031
28 Madrid;28079 Madrid;2807906120 Madrid sección 06120;Total;Todas las edades;2025;1.580
28 Madrid;28079 Madrid;2807906121 Madrid sección 06121;Total;Todas las edades;2025;1.295
28 Madrid;28079 Madrid;2807906122 Madrid sección 06122;Total;Todas las edades;2025;1.811
28 Madrid;28079 Madrid;2807906123 Madrid sección 06123;Total;Todas las edades;2025;1.467
28 Madrid;28079 Madrid;2807906124 Madrid sección 06124;Total;Todas las edades;2025;1.177
28 Madrid;28079 Madrid;2807906125 Madrid sección 06125;Total;Todas las edades;2025;1.572
28 Madrid;28079 Madrid;2807906126 Madrid sección 06126;Total;Todas las edades;2025;1.456
28 Madrid;28079 Madrid;2807906127 Madrid sección 06127;Total;Todas las edades;2025;1.441
28 Madrid;28079 Madrid;2807906128 Madrid sección 06128;Total;Todas las edades;2025;1.412
28 Madrid;28079 Madrid;2807906129 Madrid sección 06129;Total;Todas las edades;2025;2.106
28 Madrid;28079 Madrid;2807907001 Madrid sección 07001;Total;Todas las edades;2025;1.191
28 Madrid;28079 Madrid;2807907002 Madrid sección 07002;Total;Todas las edades;2025;841
28 Madrid;28079 Madrid;2807907003 Madrid sección 07003;Total;Todas las edades;2025;1.213
28 Madrid;28079 Madrid;2807907004 Madrid sección 07004;Total;Todas las edades;2025;1.701
28 Madrid;28079 Madrid;2807907005 Madrid sección 07005;Total;Todas las edades;2025;""
28 Madrid;28079 Madrid;2807907006 Madrid sección 07006;Total;Todas las edades;2025;1.512
28 Madrid;28079 Madrid;2807907007 Madrid sección 07007;Total;Todas las edades;2025;862
28 Madrid;28079 Madrid;2807907008 Madrid sección 07008;Total;Todas las edades;2025;1.292
28 Madrid;28079 Madrid;2807907009 Madrid sección 07009;Total;Todas las edades;2025;909
28 Madrid;28079 Madrid;2807907010 Madrid sección 07010;Total;Todas las edades;2025;1.074
28 Madrid;28079 Madrid;2807907011 Madrid sección 07011;Total;Todas las edades;2025;1.185
28 Madrid;28079 Madrid;2807907012 Madrid sección 07012;Total;Todas las edades;2025;1.445
28 Madrid;28079 Madrid;2807907013 Madrid sección 07013;Total;Todas las edades;2025;855
28 Madrid;28079 Madrid;2807907014 Madrid sección 07014;Total;Todas las edades;2025;1.113
28 Madrid;28079 Madrid;2807907016 Madrid sección 07016;Total;Todas las edades;2025;1.621
28 Madrid;28079 Madrid;2807907017 Madrid sección 07017;Total;Todas las edades;2025;957
28 Madrid;28079 Madrid;2807907018 Madrid sección 07018;Total;Todas las edades;2025;1.543
28 Madrid;28079 Madrid;2807907019 Madrid sección 07019;Total;Todas las edades;2025;1.183
28 Madrid;28079 Madrid;2807907021 Madrid sección 07021;Total;Todas las edades;2025;1.951
28 Madrid;28079 Madrid;2807907023 Madrid sección 07023;Total;Todas las edades;2025;1.014
28 Madrid;28079 Madrid;2807907024 Madrid sección 07024;Total;Todas las edades;2025;709
28 Madrid;28079 Madrid;2807907025 Madrid sección 07025;Total;Todas las edades;2025;1.127
28 Madrid;28079 Madrid;2807907026 Madrid sección 07026;Total;Todas las edades;2025;1.781
28 Madrid;28079 Madrid;2807907028 Madrid sección 07028;Total;Todas las edades;2025;1.179
28 Madrid;28079 Madrid;2807907030 Madrid sección 07030;Total;Todas las edades;2025;1.164
28 Madrid;28079 Madrid;2807907031 Madrid sección 07031;Total;Todas las edades;2025;801
28 Madrid;28079 Madrid;2807907032 Madrid sección 07032;Total;Todas las edades;2025;1.199
28 Madrid;28079 Madrid;2807907034 Madrid sección 07034;Total;Todas las edades;2025;1.472
28 Madrid;28079 Madrid;2807907035 Madrid sección 07035;Total;Todas las edades;2025;748
28 Madrid;28079 Madrid;2807907036 Madrid sección 07036;Total;Todas las edades;2025;1.589
28 Madrid;28079 Madrid;2807907038 Madrid sección 07038;Total;Todas las edades;2025;1.030
28 Madrid;28079 Madrid;2807907039 Madrid sección 07039;Total;Todas las edades;2025;989
28 Madrid;28079 Madrid;2807907040 Madrid sección 07040;Total;Todas las edades;2025;1.099
28 Madrid;28079 Madrid;2807907041 Madrid sección 07041;Total;Todas las edades;2025;1.495
28 Madrid;28079 Madrid;2807907042 Madrid sección 07042;Total;Todas las edades;2025;928
28 Madrid;28079 Madrid;2807907043 Madrid sección 07043;Total;Todas las edades;2025;1.110
28 Madrid;28079 Madrid;2807907044 Madrid sección 07044;Total;Todas las edades;2025;946
28 Madrid;28079 Madrid;2807907045 Madrid sección 07045;Total;Todas las edades;2025;1.031
28 Madrid;28079 Madrid;2807907046 Madrid sección 07046;Total;Todas las edades;2025;750
28 Madrid;28079 Madrid;2807907047 Madrid sección 07047;Total;Todas las edades;2025;1.120
28 Madrid;28079 Madrid;2807907048 Madrid sección 07048;Total;Todas las edades;2025;1.836
28 Madrid;28079 Madrid;2807907049 Madrid sección 07049;Total;Todas las edades;2025;809
28 Madrid;28079 Madrid;2807907050 Madrid sección 07050;Total;Todas las edades;2025;868
28 Madrid;28079 Madrid;2807907051 Madrid sección 07051;Total;Todas las edades;2025;812
28 Madrid;28079 Madrid;2807907052 Madrid sección 07052;Total;Todas las edades;2025;725
28 Madrid;28079 Madrid;2807907053 Madrid sección 07053;Total;Todas las edades;2025;1.466
28 Madrid;28079 Madrid;2807907055 Madrid sección 07055;Total;Todas las edades;2025;715
28 Madrid;28079 Madrid;2807907056 Madrid sección 07056;Total;Todas las edades;2025;740
28 Madrid;28079 Madrid;2807907057 Madrid sección 07057;Total;Todas las edades;2025;1.499
28 Madrid;28079 Madrid;2807907058 Madrid sección 07058;Total;Todas las edades;2025;1.156
28 Madrid;28079 Madrid;2807907059 Madrid sección 07059;Total;Todas las edades;2025;781
28 Madrid;28079 Madrid;2807907060 Madrid sección 07060;Total;Todas las edades;2025;875
28 Madrid;28079 Madrid;2807907061 Madrid sección 07061;Total;Todas las edades;2025;1.245
28 Madrid;28079 Madrid;2807907062 Madrid sección 07062;Total;Todas las edades;2025;1.068
28 Madrid;28079 Madrid;2807907063 Madrid sección 07063;Total;Todas las edades;2025;1.232
28 Madrid;28079 Madrid;2807907064 Madrid sección 07064;Total;Todas las edades;2025;1.104
28 Madrid;28079 Madrid;2807907065 Madrid sección 07065;Total;Todas las edades;2025;1.395
28 Madrid;28079 Madrid;2807907066 Madrid sección 07066;Total;Todas las edades;2025;1.056
28 Madrid;28079 Madrid;2807907067 Madrid sección 07067;Total;Todas las edades;2025;1.100
28 Madrid;28079 Madrid;2807907068 Madrid sección 07068;Total;Todas las edades;2025;1.082
28 Madrid;28079 Madrid;2807907069 Madrid sección 07069;Total;Todas las edades;2025;944
28 Madrid;28079 Madrid;2807907070 Madrid sección 07070;Total;Todas las edades;2025;1.305
28 Madrid;28079 Madrid;2807907071 Madrid sección 07071;Total;Todas las edades;2025;1.056
28 Madrid;28079 Madrid;2807907072 Madrid sección 07072;Total;Todas las edades;2025;1.459
28 Madrid;28079 Madrid;2807907073 Madrid sección 07073;Total;Todas las edades;2025;1.376
28 Madrid;28079 Madrid;2807907075 Madrid sección 07075;Total;Todas las edades;2025;1.040
28 Madrid;28079 Madrid;2807907076 Madrid sección 07076;Total;Todas las edades;2025;865
28 Madrid;28079 Madrid;2807907078 Madrid sección 07078;Total;Todas las edades;2025;1.023
28 Madrid;28079 Madrid;2807907079 Madrid sección 07079;Total;Todas las edades;2025;911
28 Madrid;28079 Madrid;2807907080 Madrid sección 07080;Total;Todas las edades;2025;1.180
28 Madrid;28079 Madrid;2807907081 Madrid sección 07081;Total;Todas las edades;2025;1.416
28 Madrid;28079 Madrid;2807907082 Madrid sección 07082;Total;Todas las edades;2025;1.133
28 Madrid;28079 Madrid;2807907083 Madrid sección 07083;Total;Todas las edades;2025;699
28 Madrid;28079 Madrid;2807907084 Madrid sección 07084;Total;Todas las edades;2025;1.073
28 Madrid;28079 Madrid;2807907085 Madrid sección 07085;Total;Todas las edades;2025;1.538
28 Madrid;28079 Madrid;2807907086 Madrid sección 07086;Total;Todas las edades;2025;859
28 Madrid;28079 Madrid;2807907087 Madrid sección 07087;Total;Todas las edades;2025;959
28 Madrid;28079 Madrid;2807907088 Madrid sección 07088;Total;Todas las edades;2025;1.093
28 Madrid;28079 Madrid;2807907089 Madrid sección 07089;Total;Todas las edades;2025;1.322
28 Madrid;28079 Madrid;2807907090 Madrid sección 07090;Total;Todas las edades;2025;994
28 Madrid;28079 Madrid;2807907091 Madrid sección 07091;Total;Todas las edades;2025;984
28 Madrid;28079 Madrid;2807907092 Madrid sección 07092;Total;Todas las edades;2025;1.260
28 Madrid;28079 Madrid;2807907093 Madrid sección 07093;Total;Todas las edades;2025;1.294
28 Madrid;28079 Madrid;2807907094 Madrid sección 07094;Total;Todas las edades;2025;1.673
28 Madrid;28079 Madrid;2807907095 Madrid sección 07095;Total;Todas las edades;2025;1.403
28 Madrid;28079 Madrid;2807907096 Madrid sección 07096;Total;Todas las edades;2025;1.215
28 Madrid;28079 Madrid;2807907097 Madrid sección 07097;Total;Todas las edades;2025;892
28 Madrid;28079 Madrid;2807907098 Madrid sección 07098;Total;Todas las edades;2025;949
28 Madrid;28079 Madrid;2807907099 Madrid sección 07099;Total;Todas las edades;2025;905
28 Madrid;28079 Madrid;2807907100 Madrid sección 07100;Total;Todas las edades;2025;844
28 Madrid;28079 Madrid;2807907101 Madrid sección 07101;Total;Todas las edades;2025;1.253
28 Madrid;28079 Madrid;2807907102 Madrid sección 07102;Total;Todas las edades;2025;1.412
28 Madrid;28079 Madrid;2807907103 Madrid sección 07103;Total;Todas las edades;2025;1.487
28 Madrid;28079 Madrid;2807907105 Madrid sección 07105;Total;Todas las edades;2025;1.161
28 Madrid;28079 Madrid;2807907106 Madrid sección 07106;Total;Todas las edades;2025;1.253
28 Madrid;28079 Madrid;2807907107 Madrid sección 07107;Total;Todas las edades;2025;1.006
28 Madrid;28079 Madrid;2807907108 Madrid sección 07108;Total;Todas las edades;2025;1.033
28 Madrid;28079 Madrid;2807907109 Madrid sección 07109;Total;Todas las edades;2025;1.291
28 Madrid;28079 Madrid;2807907110 Madrid sección 07110;Total;Todas las edades;2025;1.009
28 Madrid;28079 Madrid;2807907111 Madrid sección 07111;Total;Todas las edades;2025;1.253
28 Madrid;28079 Madrid;2807907113 Madrid sección 07113;Total;Todas las edades;2025;2.113
28 Madrid;28079 Madrid;2807907114 Madrid sección 07114;Total;Todas las edades;2025;1.763
28 Madrid;28079 Madrid;2807907115 Madrid sección 07115;Total;Todas las edades;2025;1.415
28 Madrid;28079 Madrid;2807907116 Madrid sección 07116;Total;Todas las edades;2025;1.211
28 Madrid;28079 Madrid;2807907117 Madrid sección 07117;Total;Todas las edades;2025;1.344
28 Madrid;28079 Madrid;2807907118 Madrid sección 07118;Total;Todas las edades;2025;1.522
28 Madrid;28079 Madrid;2807907119 Madrid sección 07119;Total;Todas las edades;2025;1.352
28 Madrid;28079 Madrid;2807907120 Madrid sección 07120;Total;Todas las edades;2025;1.589
28 Madrid;28079 Madrid;2807907121 Madrid sección 07121;Total;Todas las edades;2025;1.783
28 Madrid;28079 Madrid;2807907122 Madrid sección 07122;Total;Todas las edades;2025;1.152
28 Madrid;28079 Madrid;2807907123 Madrid sección 07123;Total;Todas las edades;2025;1.107
28 Madrid;28079 Madrid;2807907124 Madrid sección 07124;Total;Todas las edades;2025;739
28 Madrid;28079 Madrid;2807907125 Madrid sección 07125;Total;Todas las edades;2025;1.033
28 Madrid;28079 Madrid;2807907126 Madrid sección 07126;Total;Todas las edades;2025;1.021
28 Madrid;28079 Madrid;2807907127 Madrid sección 07127;Total;Todas las edades;2025;1.470
28 Madrid;28079 Madrid;2807907128 Madrid sección 07128;Total;Todas las edades;2025;797
28 Madrid;28079 Madrid;2807907129 Madrid sección 07129;Total;Todas las edades;2025;892
28 Madrid;28079 Madrid;2807907130 Madrid sección 07130;Total;Todas las edades;2025;1.256
28 Madrid;28079 Madrid;2807907131 Madrid sección 07131;Total;Todas las edades;2025;1.260
28 Madrid;28079 Madrid;2807907132 Madrid sección 07132;Total;Todas las edades;2025;1.081
28 Madrid;28079 Madrid;2807907133 Madrid sección 07133;Total;Todas las edades;2025;1.095
28 Madrid;28079 Madrid;2807907134 Madrid sección 07134;Total;Todas las edades;2025;""
28 Madrid;28079 Madrid;2807907135 Madrid sección 07135;Total;Todas las edades;2025;1.095
28 Madrid;28079 Madrid;2807908001 Madrid sección 08001;Total;Todas las edades;2025;875
28 Madrid;28079 Madrid;2807908002 Madrid sección 08002;Total;Todas las edades;2025;773
28 Madrid;28079 Madrid;2807908003 Madrid sección 08003;Total;Todas las edades;2025;1.143
28 Madrid;28079 Madrid;2807908004 Madrid sección 08004;Total;Todas las edades;2025;655
28 Madrid;28079 Madrid;2807908005 Madrid sección 08005;Total;Todas las edades;2025;1.083
28 Madrid;28079 Madrid;2807908006 Madrid sección 08006;Total;Todas las edades;2025;1.067
28 Madrid;28079 Madrid;2807908007 Madrid sección 08007;Total;Todas las edades;2025;1.263
28 Madrid;28079 Madrid;2807908008 Madrid sección 08008;Total;Todas las edades;2025;1.823
28 Madrid;28079 Madrid;2807908009 Madrid sección 08009;Total;Todas las edades;2025;1.748
28 Madrid;28079 Madrid;2807908010 Madrid sección 08010;Total;Todas las edades;2025;865
28 Madrid;28079 Madrid;2807908011 Madrid sección 08011;Total;Todas las edades;2025;755
28 Madrid;28079 Madrid;2807908012 Madrid sección 08012;Total;Todas las edades;2025;1.466
28 Madrid;28079 Madrid;2807908013 Madrid sección 08013;Total;Todas las edades;2025;1.110
28 Madrid;28079 Madrid;2807908014 Madrid sección 08014;Total;Todas las edades;2025;713
28 Madrid;28079 Madrid;2807908015 Madrid sección 08015;Total;Todas las edades;2025;950
28 Madrid;28079 Madrid;2807908016 Madrid sección 08016;Total;Todas las edades;2025;1.068
28 Madrid;28079 Madrid;2807908017 Madrid sección 08017;Total;Todas las edades;2025;1.813
28 Madrid;28079 Madrid;2807908018 Madrid sección 08018;Total;Todas las edades;2025;861
28 Madrid;28079 Madrid;2807908019 Madrid sección 08019;Total;Todas las edades;2025;912
28 Madrid;28079 Madrid;2807908020 Madrid sección 08020;Total;Todas las edades;2025;844
28 Madrid;28079 Madrid;2807908021 Madrid sección 08021;Total;Todas las edades;2025;1.058
28 Madrid;28079 Madrid;2807908022 Madrid sección 08022;Total;Todas las edades;2025;941
28 Madrid;28079 Madrid;2807908023 Madrid sección 08023;Total;Todas las edades;2025;916
28 Madrid;28079 Madrid;2807908024 Madrid sección 08024;Total;Todas las edades;2025;1.846
28 Madrid;28079 Madrid;2807908025 Madrid sección 08025;Total;Todas las edades;2025;842
28 Madrid;28079 Madrid;2807908026 Madrid sección 08026;Total;Todas las edades;2025;1.315
28 Madrid;28079 Madrid;2807908027 Madrid sección 08027;Total;Todas las edades;2025;1.293
28 Madrid;28079 Madrid;2807908028 Madrid sección 08028;Total;Todas las edades;2025;1.120
28 Madrid;28079 Madrid;2807908029 Madrid sección 08029;Total;Todas las edades;2025;1.524
28 Madrid;28079 Madrid;2807908030 Madrid sección 08030;Total;Todas las edades;2025;1.492
28 Madrid;28079 Madrid;2807908031 Madrid sección 08031;Total;Todas las edades;2025;1.481
28 Madrid;28079 Madrid;2807908032 Madrid sección 08032;Total;Todas las edades;2025;714
28 Madrid;28079 Madrid;2807908033 Madrid sección 08033;Total;Todas las edades;2025;1.149
28 Madrid;28079 Madrid;2807908034 Madrid sección 08034;Total;Todas las edades;2025;1.619
28 Madrid;28079 Madrid;2807908035 Madrid sección 08035;Total;Todas las edades;2025;1.337
28 Madrid;28079 Madrid;2807908036 Madrid sección 08036;Total;Todas las edades;2025;1.542
28 Madrid;28079 Madrid;2807908037 Madrid sección 08037;Total;Todas las edades;2025;797
28 Madrid;28079 Madrid;2807908038 Madrid sección 08038;Total;Todas las edades;2025;816
28 Madrid;28079 Madrid;2807908039 Madrid sección 08039;Total;Todas las edades;2025;1.025
28 Madrid;28079 Madrid;2807908040 Madrid sección 08040;Total;Todas las edades;2025;992
28 Madrid;28079 Madrid;2807908041 Madrid sección 08041;Total;Todas las edades;2025;747
28 Madrid;28079 Madrid;2807908042 Madrid sección 08042;Total;Todas las edades;2025;1.391
28 Madrid;28079 Madrid;2807908043 Madrid sección 08043;Total;Todas las edades;2025;1.268
28 Madrid;28079 Madrid;2807908044 Madrid sección 08044;Total;Todas las edades;2025;1.479
28 Madrid;28079 Madrid;2807908045 Madrid sección 08045;Total;Todas las edades;2025;946
28 Madrid;28079 Madrid;2807908046 Madrid sección 08046;Total;Todas las edades;2025;1.183
28 Madrid;28079 Madrid;2807908047 Madrid sección 08047;Total;Todas las edades;2025;1.413
28 Madrid;28079 Madrid;2807908048 Madrid sección 08048;Total;Todas las edades;2025;1.120
28 Madrid;28079 Madrid;2807908049 Madrid sección 08049;Total;Todas las edades;2025;2.261
28 Madrid;28079 Madrid;2807908050 Madrid sección 08050;Total;Todas las edades;2025;1.721
28 Madrid;28079 Madrid;2807908051 Madrid sección 08051;Total;Todas las edades;2025;1.228
28 Madrid;28079 Madrid;2807908052 Madrid sección 08052;Total;Todas las edades;2025;2.459
28 Madrid;28079 Madrid;2807908053 Madrid sección 08053;Total;Todas las edades;2025;1.259
28 Madrid;28079 Madrid;2807908054 Madrid sección 08054;Total;Todas las edades;2025;1.068
28 Madrid;28079 Madrid;2807908055 Madrid sección 08055;Total;Todas las edades;2025;1.451
28 Madrid;28079 Madrid;2807908056 Madrid sección 08056;Total;Todas las edades;2025;1.166
28 Madrid;28079 Madrid;2807908057 Madrid sección 08057;Total;Todas las edades;2025;1.063
28 Madrid;28079 Madrid;2807908058 Madrid sección 08058;Total;Todas las edades;2025;845
28 Madrid;28079 Madrid;2807908059 Madrid sección 08059;Total;Todas las edades;2025;797
28 Madrid;28079 Madrid;2807908060 Madrid sección 08060;Total;Todas las edades;2025;1.216
28 Madrid;28079 Madrid;2807908061 Madrid sección 08061;Total;Todas las edades;2025;983
28 Madrid;28079 Madrid;2807908062 Madrid sección 08062;Total;Todas las edades;2025;724
28 Madrid;28079 Madrid;2807908063 Madrid sección 08063;Total;Todas las edades;2025;863
28 Madrid;28079 Madrid;2807908064 Madrid sección 08064;Total;Todas las edades;2025;1.275
28 Madrid;28079 Madrid;2807908065 Madrid sección 08065;Total;Todas las edades;2025;1.040
28 Madrid;28079 Madrid;2807908066 Madrid sección 08066;Total;Todas las edades;2025;842
28 Madrid;28079 Madrid;2807908067 Madrid sección 08067;Total;Todas las edades;2025;1.676
28 Madrid;28079 Madrid;2807908068 Madrid sección 08068;Total;Todas las edades;2025;1.037
28 Madrid;28079 Madrid;2807908069 Madrid sección 08069;Total;Todas las edades;2025;902
28 Madrid;28079 Madrid;2807908071 Madrid sección 08071;Total;Todas las edades;2025;952
28 Madrid;28079 Madrid;2807908072 Madrid sección 08072;Total;Todas las edades;2025;942
28 Madrid;28079 Madrid;2807908073 Madrid sección 08073;Total;Todas las edades;2025;921
28 Madrid;28079 Madrid;2807908074 Madrid sección 08074;Total;Todas las edades;2025;946
28 Madrid;28079 Madrid;2807908075 Madrid sección 08075;Total;Todas las edades;2025;936
28 Madrid;28079 Madrid;2807908076 Madrid sección 08076;Total;Todas las edades;2025;912
28 Madrid;28079 Madrid;2807908077 Madrid sección 08077;Total;Todas las edades;2025;1.029
28 Madrid;28079 Madrid;2807908078 Madrid sección 08078;Total;Todas las edades;2025;789
28 Madrid;28079 Madrid;2807908079 Madrid sección 08079;Total;Todas las edades;2025;978
28 Madrid;28079 Madrid;2807908080 Madrid sección 08080;Total;Todas las edades;2025;933
28 Madrid;28079 Madrid;2807908081 Madrid sección 08081;Total;Todas las edades;2025;917
28 Madrid;28079 Madrid;2807908082 Madrid sección 08082;Total;Todas las edades;2025;1.014
28 Madrid;28079 Madrid;2807908083 Madrid sección 08083;Total;Todas las edades;2025;1.011
28 Madrid;28079 Madrid;2807908084 Madrid sección 08084;Total;Todas las edades;2025;970
28 Madrid;28079 Madrid;2807908085 Madrid sección 08085;Total;Todas las edades;2025;863
28 Madrid;28079 Madrid;2807908086 Madrid sección 08086;Total;Todas las edades;2025;882
28 Madrid;28079 Madrid;2807908087 Madrid sección 08087;Total;Todas las edades;2025;""
28 Madrid;28079 Madrid;2807908088 Madrid sección 08088;Total;Todas las edades;2025;1.633
28 Madrid;28079 Madrid;2807908089 Madrid sección 08089;Total;Todas las edades;2025;698
28 Madrid;28079 Madrid;2807908090 Madrid sección 08090;Total;Todas las edades;2025;1.142
28 Madrid;28079 Madrid;2807908091 Madrid sección 08091;Total;Todas las edades;2025;815
28 Madrid;28079 Madrid;2807908092 Madrid sección 08092;Total;Todas las edades;2025;999
28 Madrid;28079 Madrid;2807908093 Madrid sección 08093;Total;Todas las edades;2025;980
28 Madrid;28079 Madrid;2807908094 Madrid sección 08094;Total;Todas las edades;2025;1.143
28 Madrid;28079 Madrid;2807908095 Madrid sección 08095;Total;Todas las edades;2025;1.540
28 Madrid;28079 Madrid;2807908096 Madrid sección 08096;Total;Todas las edades;2025;1.388
28 Madrid;28079 Madrid;2807908097 Madrid sección 08097;Total;Todas las edades;2025;813
28 Madrid;28079 Madrid;2807908098 Madrid sección 08098;Total;Todas las edades;2025;1.705
28 Madrid;28079 Madrid;2807908099 Madrid sección 08099;Total;Todas las edades;2025;1.458
28 Madrid;28079 Madrid;2807908100 Madrid sección 08100;Total;Todas las edades;2025;1.283
28 Madrid;28079 Madrid;2807908102 Madrid sección 08102;Total;Todas las edades;2025;1.986
28 Madrid;28079 Madrid;2807908103 Madrid sección 08103;Total;Todas las edades;2025;1.349
28 Madrid;28079 Madrid;2807908104 Madrid sección 08104;Total;Todas las edades;2025;1.434
28 Madrid;28079 Madrid;2807908105 Madrid sección 08105;Total;Todas las edades;2025;938
28 Madrid;28079 Madrid;2807908106 Madrid sección 08106;Total;Todas las edades;2025;1.155
28 Madrid;28079 Madrid;2807908107 Madrid sección 08107;Total;Todas las edades;2025;841
28 Madrid;28079 Madrid;2807908108 Madrid sección 08108;Total;Todas las edades;2025;809
28 Madrid;28079 Madrid;2807908109 Madrid sección 08109;Total;Todas las edades;2025;1.370
28 Madrid;28079 Madrid;2807908110 Madrid sección 08110;Total;Todas las edades;2025;1.110
28 Madrid;28079 Madrid;2807908111 Madrid sección 08111;Total;Todas las edades;2025;1.902
28 Madrid;28079 Madrid;2807908112 Madrid sección 08112;Total;Todas las edades;2025;1.075
28 Madrid;28079 Madrid;2807908113 Madrid sección 08113;Total;Todas las edades;2025;990
28 Madrid;28079 Madrid;2807908114 Madrid sección 08114;Total;Todas las edades;2025;950
28 Madrid;28079 Madrid;2807908115 Madrid sección 08115;Total;Todas las edades;2025;1.164
28 Madrid;28079 Madrid;2807908116 Madrid sección 08116;Total;Todas las edades;2025;893
28 Madrid;28079 Madrid;2807908117 Madrid sección 08117;Total;Todas las edades;2025;962
28 Madrid;28079 Madrid;2807908119 Madrid sección 08119;Total;Todas las edades;2025;1.772
28 Madrid;28079 Madrid;2807908120 Madrid sección 08120;Total;Todas las edades;2025;1.155
28 Madrid;28079 Madrid;2807908121 Madrid sección 08121;Total;Todas las edades;2025;1.448
28 Madrid;28079 Madrid;2807908122 Madrid sección 08122;Total;Todas las edades;2025;864
28 Madrid;28079 Madrid;2807908123 Madrid sección 08123;Total;Todas las edades;2025;1.547
28 Madrid;28079 Madrid;2807908124 Madrid sección 08124;Total;Todas las edades;2025;1.918
28 Madrid;28079 Madrid;2807908125 Madrid sección 08125;Total;Todas las edades;2025;1.421
28 Madrid;28079 Madrid;2807908126 Madrid sección 08126;Total;Todas las edades;2025;1.615
28 Madrid;28079 Madrid;2807908128 Madrid sección 08128;Total;Todas las edades;2025;1.960
28 Madrid;28079 Madrid;2807908129 Madrid sección 08129;Total;Todas las edades;2025;1.515
28 Madrid;28079 Madrid;2807908130 Madrid sección 08130;Total;Todas las edades;2025;""
28 Madrid;28079 Madrid;2807908131 Madrid sección 08131;Total;Todas las edades;2025;1.934
28 Madrid;28079 Madrid;2807908132 Madrid sección 08132;Total;Todas las edades;2025;1.229
28 Madrid;28079 Madrid;2807908133 Madrid sección 08133;Total;Todas las edades;2025;805
28 Madrid;28079 Madrid;2807908134 Madrid sección 08134;Total;Todas las edades;2025;1.545
28 Madrid;28079 Madrid;2807908135 Madrid sección 08135;Total;Todas las edades;2025;2.457
28 Madrid;28079 Madrid;2807908136 Madrid sección 08136;Total;Todas las edades;2025;1.252
28 Madrid;28079 Madrid;2807908137 Madrid sección 08137;Total;Todas las edades;2025;1.765
28 Madrid;28079 Madrid;2807908138 Madrid sección 08138;Total;Todas las edades;2025;1.314
28 Madrid;28079 Madrid;2807908139 Madrid sección 08139;Total;Todas las edades;2025;2.416
28 Madrid;28079 Madrid;2807908140 Madrid sección 08140;Total;Todas las edades;2025;834
28 Madrid;28079 Madrid;2807908141 Madrid sección 08141;Total;Todas las edades;2025;985
28 Madrid;28079 Madrid;2807908142 Madrid sección 08142;Total;Todas las edades;2025;1.180
