Provincias;Municipios;Secciones;Sexo;Edad;Periodo;Total
28 Madrid;28079 Madrid;2807910214 Madrid sección 10214;Total;Todas las edades;2025;1.736
28 Madrid;28079 Madrid;2807910215 Madrid sección 10215;Total;Todas las edades;2025;1.446
28 Madrid;28079 Madrid;2807910216 Madrid sección 10216;Total;Todas las edades;2025;1.312
28 Madrid;28079 Madrid;2807910217 Madrid sección 10217;Total;Todas las edades;2025;993
28 Madrid;28079 Madrid;2807910218 Madrid sección 10218;Total;Todas las edades;2025;1.195
28 Madrid;28079 Madrid;2807910219 Madrid sección 10219;Total;Todas las edades;2025;1.348
28 Madrid;28079 Madrid;2807910220 Madrid sección 10220;Total;Todas las edades;2025;2.003
28 Madrid;28079 Madrid;2807910221 Madrid sección 10221;Total;Todas las edades;2025;1.730
28 Madrid;28079 Madrid;2807910222 Madrid sección 10222;Total;Todas las edades;2025;1.552
28 Madrid;28079 Madrid;2807911001 Madrid sección 11001;Total;Todas las edades;2025;1.202
28 Madrid;28079 Madrid;2807911002 Madrid sección 11002;Total;Todas las edades;2025;1.635
28 Madrid;28079 Madrid;2807911003 Madrid sección 11003;Total;Todas las edades;2025;1.691
28 Madrid;28079 Madrid;2807911004 Madrid sección 11004;Total;Todas las edades;2025;1.481
28 Madrid;28079 Madrid;2807911005 Madrid sección 11005;Total;Todas las edades;2025;1.101
28 Madrid;28079 Madrid;2807911006 Madrid sección 11006;Total;Todas las edades;2025;1.298
28 Madrid;28079 Madrid;2807911007 Madrid sección 11007;Total;Todas las edades;2025;2.198
28 Madrid;28079 Madrid;2807911010 Madrid sección 11010;Total;Todas las edades;2025;872
28 Madrid;28079 Madrid;2807911011 Madrid sección 11011;Total;Todas las edades;2025;844
28 Madrid;28079 Madrid;2807911012 Madrid sección 11012;Total;Todas las edades;2025;2.190
28 Madrid;28079 Madrid;2807911013 Madrid sección 11013;Total;Todas las edades;2025;1.652
28 Madrid;28079 Madrid;2807911015 Madrid sección 11015;Total;Todas las edades;2025;1.551
28 Madrid;28079 Madrid;2807911016 Madrid sección 11016;Total;Todas las edades;2025;1.202
28 Madrid;28079 Madrid;2807911017 Madrid sección 11017;Total;Todas las edades;2025;1.232
28 Madrid;28079 Madrid;2807911018 Madrid sección 11018;Total;Todas las edades;2025;782
28 Madrid;28079 Madrid;2807911019 Madrid sección 11019;Total;Todas las edades;2025;788
28 Madrid;28079 Madrid;2807911021 Madrid sección 11021;Total;Todas las edades;2025;1.566
28 Madrid;28079 Madrid;2807911022 Madrid sección 11022;Total;Todas las edades;2025;1.616
28 Madrid;28079 Madrid;2807911023 Madrid sección 11023;Total;Todas las edades;2025;1.403
28 Madrid;28079 Madrid;2807911024 Madrid sección 11024;Total;Todas las edades;2025;1.547
28 Madrid;28079 Madrid;2807911025 Madrid sección 11025;Total;Todas las edades;2025;1.396
28 Madrid;28079 Madrid;2807911026 Madrid sección 11026;Total;Todas las edades;2025;2.365
28 Madrid;28079 Madrid;2807911028 Madrid sección 11028;Total;Todas las edades;2025;1.057
28 Madrid;28079 Madrid;2807911029 Madrid sección 11029;Total;Todas las edades;2025;931
28 Madrid;28079 Madrid;2807911030 Madrid sección 11030;Total;Todas las edades;2025;932
28 Madrid;28079 Madrid;2807911031 Madrid sección 11031;Total;Todas las edades;2025;923
28 Madrid;28079 Madrid;2807911032 Madrid sección 11032;Total;Todas las edades;2025;1.668
28 Madrid;28079 Madrid;2807911033 Madrid sección 11033;Total;Todas las edades;2025;1.938
28 Madrid;28079 Madrid;2807911034 Madrid sección 11034;Total;Todas las edades;2025;1.163
28 Madrid;28079 Madrid;2807911035 Madrid sección 11035;Total;Todas las edades;2025;1.287
28 Madrid;28079 Madrid;2807911036 Madrid sección 11036;Total;Todas las edades;2025;1.386
28 Madrid;28079 Madrid;2807911037 Madrid sección 11037;Total;Todas las edades;2025;1.534
28 Madrid;28079 Madrid;2807911038 Madrid sección 11038;Total;Todas las edades;2025;1.267
28 Madrid;28079 Madrid;2807911039 Madrid sección 11039;Total;Todas las edades;2025;2.442
28 Madrid;28079 Madrid;2807911040 Madrid sección 11040;Total;Todas las edades;2025;1.026
28 Madrid;28079 Madrid;2807911041 Madrid sección 11041;Total;Todas las edades;2025;1.651
28 Madrid;28079 Madrid;2807911042 Madrid sección 11042;Total;Todas las edades;2025;1.387
28 Madrid;28079 Madrid;2807911043 Madrid sección 11043;Total;Todas las edades;2025;1.191
28 Madrid;28079 Madrid;2807911044 Madrid sección 11044;Total;Todas las edades;2025;1.896
28 Madrid;28079 Madrid;2807911045 Madrid sección 11045;Total;Todas las edades;2025;718
28 Madrid;28079 Madrid;2807911046 Madrid sección 11046;Total;Todas las edades;2025;837
28 Madrid;28079 Madrid;2807911047 Madrid sección 11047;Total;Todas las edades;2025;1.440
28 Madrid;28079 Madrid;2807911048 Madrid sección 11048;Total;Todas las edades;2025;1.530
28 Madrid;28079 Madrid;2807911049 Madrid sección 11049;Total;Todas las edades;2025;2.025
28 Madrid;28079 Madrid;2807911050 Madrid sección 11050;Total;Todas las edades;2025;1.235
28 Madrid;28079 Madrid;2807911051 Madrid sección 11051;Total;Todas las edades;2025;1.509
28 Madrid;28079 Madrid;2807911054 Madrid sección 11054;Total;Todas las edades;2025;1.214
28 Madrid;28079 Madrid;2807911055 Madrid sección 11055;Total;Todas las edades;2025;1.696
28 Madrid;28079 Madrid;2807911056 Madrid sección 11056;Total;Todas las edades;2025;1.322
28 Madrid;28079 Madrid;2807911057 Madrid sección 11057;Total;Todas las edades;2025;1.349
28 Madrid;28079 Madrid;2807911058 Madrid sección 11058;Total;Todas las edades;2025;845
28 Madrid;28079 Madrid;2807911059 Madrid sección 11059;Total;Todas las edades;2025;1.476
28 Madrid;28079 Madrid;2807911060 Madrid sección 11060;Total;Todas las edades;2025;1.218
28 Madrid;28079 Madrid;2807911061 Madrid sección 11061;Total;Todas las edades;2025;1.190
28 Madrid;28079 Madrid;2807911062 Madrid sección 11062;Total;Todas las edades;2025;1.882
28 Madrid;28079 Madrid;2807911063 Madrid sección 11063;Total;Todas las edades;2025;2.425
28 Madrid;28079 Madrid;2807911065 Madrid sección 11065;Total;Todas las edades;2025;1.641
28 Madrid;28079 Madrid;2807911066 Madrid sección 11066;Total;Todas las edades;2025;""
28 Madrid;28079 Madrid;2807911067 Madrid sección 11067;Total;Todas las edades;2025;1.932
28 Madrid;28079 Madrid;2807911068 Madrid sección 11068;Total;Todas las edades;2025;1.368
28 Madrid;28079 Madrid;2807911069 Madrid sección 11069;Total;Todas las edades;2025;2.340
28 Madrid;28079 Madrid;2807911070 Madrid sección 11070;Total;Todas las edades;2025;2.321
28 Madrid;28079 Madrid;2807911071 Madrid sección 11071;Total;Todas las edades;2025;2.011
28 Madrid;28079 Madrid;2807911072 Madrid sección 11072;Total;Todas las edades;2025;1.706
28 Madrid;28079 Madrid;2807911073 Madrid sección 11073;Total;Todas las edades;2025;1.712
28 Madrid;28079 Madrid;2807911074 Madrid sección 11074;Total;Todas las edades;2025;1.051
28 Madrid;28079 Madrid;2807911075 Madrid sección 11075;Total;Todas las edades;2025;790
28 Madrid;28079 Madrid;2807911078 Madrid sección 11078;Total;Todas las edades;2025;1.698
28 Madrid;28079 Madrid;2807911079 Madrid sección 11079;Total;Todas las edades;2025;1.090
28 Madrid;28079 Madrid;2807911080 Madrid sección 11080;Total;Todas las edades;2025;2.193
28 Madrid;28079 Madrid;2807911081 Madrid sección 11081;Total;Todas las edades;2025;2.080
28 Madrid;28079 Madrid;2807911082 Madrid sección 11082;Total;Todas las edades;2025;1.286
28 Madrid;28079 Madrid;2807911083 Madrid sección 11083;Total;Todas las edades;2025;1.091
28 Madrid;28079 Madrid;2807911085 Madrid sección 11085;Total;Todas las edades;2025;2.525
28 Madrid;28079 Madrid;2807911086 Madrid sección 11086;Total;Todas las edades;2025;1.309
28 Madrid;28079 Madrid;2807911087 Madrid sección 11087;Total;Todas las edades;2025;1.746
28 Madrid;28079 Madrid;2807911088 Madrid sección 11088;Total;Todas las edades;2025;1.843
28 Madrid;28079 Madrid;2807911089 Madrid sección 11089;Total;Todas las edades;2025;2.231
28 Madrid;28079 Madrid;2807911091 Madrid sección 11091;Total;Todas las edades;2025;1.638
28 Madrid;28079 Madrid;2807911092 Madrid sección 11092;Total;Todas las edades;2025;1.285
28 Madrid;28079 Madrid;2807911093 Madrid sección 11093;Total;Todas las edades;2025;1.265
28 Madrid;28079 Madrid;2807911094 Madrid sección 11094;Total;Todas las edades;2025;1.291
28 Madrid;28079 Madrid;2807911095 Madrid sección 11095;Total;Todas las edades;2025;1.120
28 Madrid;28079 Madrid;2807911096 Madrid sección 11096;Total;Todas las edades;2025;864
28 Madrid;28079 Madrid;2807911097 Madrid sección 11097;Total;Todas las edades;2025;1.201
28 Madrid;28079 Madrid;2807911098 Madrid sección 11098;Total;Todas las edades;2025;1.452
28 Madrid;28079 Madrid;2807911099 Madrid sección 11099;Total;Todas las edades;2025;1.020
28 Madrid;28079 Madrid;2807911100 Madrid sección 11100;Total;Todas las edades;2025;2.204
28 Madrid;28079 Madrid;2807911101 Madrid sección 11101;Total;Todas las edades;2025;1.749
28 Madrid;28079 Madrid;2807911102 Madrid sección 11102;Total;Todas las edades;2025;1.515
28 Madrid;28079 Madrid;2807911103 Madrid sección 11103;Total;Todas las edades;2025;1.879
28 Madrid;28079 Madrid;2807911104 Madrid sección 11104;Total;Todas las edades;2025;1.219
28 Madrid;28079 Madrid;2807911105 Madrid sección 11105;Total;Todas las edades;2025;1.034
28 Madrid;28079 Madrid;2807911106 Madrid sección 11106;Total;Todas las edades;2025;1.110
28 Madrid;28079 Madrid;2807911107 Madrid sección 11107;Total;Todas las edades;2025;1.304
28 Madrid;28079 Madrid;2807911108 Madrid sección 11108;Total;Todas las edades;2025;1.459
28 Madrid;28079 Madrid;2807911109 Madrid sección 11109;Total;Todas las edades;2025;1.513
28 Madrid;28079 Madrid;2807911110 Madrid sección 11110;Total;Todas las edades;2025;1.277
28 Madrid;28079 Madrid;2807911111 Madrid sección 11111;Total;Todas las edades;2025;1.405
28 Madrid;28079 Madrid;2807911112 Madrid sección 11112;Total;Todas las edades;2025;1.393
28 Madrid;28079 Madrid;2807911113 Madrid sección 11113;Total;Todas las edades;2025;1.803
28 Madrid;28079 Madrid;2807911114 Madrid sección 11114;Total;Todas las edades;2025;1.476
28 Madrid;28079 Madrid;2807911115 Madrid sección 11115;Total;Todas las edades;2025;2.245
28 Madrid;28079 Madrid;2807911116 Madrid sección 11116;Total;Todas las edades;2025;1.012
28 Madrid;28079 Madrid;2807911117 Madrid sección 11117;Total;Todas las edades;2025;2.124
28 Madrid;28079 Madrid;2807911118 Madrid sección 11118;Total;Todas las edades;2025;1.274
28 Madrid;28079 Madrid;2807911119 Madrid sección 11119;Total;Todas las edades;2025;1.542
28 Madrid;28079 Madrid;2807911120 Madrid sección 11120;Total;Todas las edades;2025;1.286
28 Madrid;28079 Madrid;2807911121 Madrid sección 11121;Total;Todas las edades;2025;1.838
28 Madrid;28079 Madrid;2807911122 Madrid sección 11122;Total;Todas las edades;2025;1.376
28 Madrid;28079 Madrid;2807911123 Madrid sección 11123;Total;Todas las edades;2025;1.043
28 Madrid;28079 Madrid;2807911124 Madrid sección 11124;Total;Todas las edades;2025;1.869
28 Madrid;28079 Madrid;2807911125 Madrid sección 11125;Total;Todas las edades;2025;1.648
28 Madrid;28079 Madrid;2807911126 Madrid sección 11126;Total;Todas las edades;2025;1.426
28 Madrid;28079 Madrid;2807911128 Madrid sección 11128;Total;Todas las edades;2025;1.379
28 Madrid;28079 Madrid;2807911129 Madrid sección 11129;Total;Todas las edades;2025;1.043
28 Madrid;28079 Madrid;2807911130 Madrid sección 11130;Total;Todas las edades;2025;2.053
28 Madrid;28079 Madrid;2807911131 Madrid sección 11131;Total;Todas las edades;2025;1.227
28 Madrid;28079 Madrid;2807911132 Madrid sección 11132;Total;Todas las edades;2025;1.184
28 Madrid;28079 Madrid;2807911133 Madrid sección 11133;Total;Todas las edades;2025;1.156
28 Madrid;28079 Madrid;2807911134 Madrid sección 11134;Total;Todas las edades;2025;925
28 Madrid;28079 Madrid;2807911135 Madrid sección 11135;Total;Todas las edades;2025;1.062
28 Madrid;28079 Madrid;2807911136 Madrid sección 11136;Total;Todas las edades;2025;1.343
28 Madrid;28079 Madrid;2807911137 Madrid sección 11137;Total;Todas las edades;2025;2.280
28 Madrid;28079 Madrid;2807911138 Madrid sección 11138;Total;Todas las edades;2025;1.278
28 Madrid;28079 Madrid;2807911139 Madrid sección 11139;Total;Todas las edades;2025;1.316
28 Madrid;28079 Madrid;2807911140 Madrid sección 11140;Total;Todas las edades;2025;1.973
28 Madrid;28079 Madrid;2807911141 Madrid sección 11141;Total;Todas las edades;2025;1.420
28 Madrid;28079 Madrid;2807911142 Madrid sección 11142;Total;Todas las edades;2025;794
28 Madrid;28079 Madrid;2807911143 Madrid sección 11143;Total;Todas las edades;2025;1.448
28 Madrid;28079 Madrid;2807911145 Madrid sección 11145;Total;Todas las edades;2025;1.308
28 Madrid;28079 Madrid;2807911146 Madrid sección 11146;Total;Todas las edades;2025;1.513
28 Madrid;28079 Madrid;2807911147 Madrid sección 11147;Total;Todas las edades;2025;1.417
28 Madrid;28079 Madrid;2807911148 Madrid sección 11148;Total;Todas las edades;2025;2.516
28 Madrid;28079 Madrid;2807911149 Madrid sección 11149;Total;Todas las edades;2025;989
28 Madrid;28079 Madrid;2807911150 Madrid sección 11150;Total;Todas las edades;2025;1.256
28 Madrid;28079 Madrid;2807911151 Madrid sección 11151;Total;Todas las edades;2025;1.221
28 Madrid;28079 Madrid;2807911152 Madrid sección 11152;Total;Todas las edades;2025;2.355
28 Madrid;28079 Madrid;2807911153 Madrid sección 11153;Total;Todas las edades;2025;1.762
28 Madrid;28079 Madrid;2807911154 Madrid sección 11154;Total;Todas las edades;2025;1.368
28 Madrid;28079 Madrid;2807911155 Madrid sección 11155;Total;Todas las edades;2025;2.552
28 Madrid;28079 Madrid;2807911156 Madrid sección 11156;Total;Todas las edades;2025;2.009
28 Madrid;28079 Madrid;2807911157 Madrid sección 11157;Total;Todas las edades;2025;1.260
28 Madrid;28079 Madrid;2807911158 Madrid sección 11158;Total;Todas las edades;2025;1.388
28 Madrid;28079 Madrid;2807911160 Madrid sección 11160;Total;Todas las edades;2025;1.806
28 Madrid;28079 Madrid;2807911161 Madrid sección 11161;Total;Todas las edades;2025;1.585
28 Madrid;28079 Madrid;2807911162 Madrid sección 11162;Total;Todas las edades;2025;993
28 Madrid;28079 Madrid;2807911163 Madrid sección 11163;Total;Todas las edades;2025;1.450
28 Madrid;28079 Madrid;2807911165 Madrid sección 11165;Total;Todas las edades;2025;1.933
28 Madrid;28079 Madrid;2807911167 Madrid sección 11167;Total;Todas las edades;2025;1.210
28 Madrid;28079 Madrid;2807911168 Madrid sección 11168;Total;Todas las edades;2025;1.071
28 Madrid;28079 Madrid;2807911169 Madrid sección 11169;Total;Todas las edades;2025;2.944
28 Madrid;28079 Madrid;2807911170 Madrid sección 11170;Total;Todas las edades;2025;1.117
28 Madrid;28079 Madrid;2807911171 Madrid sección 11171;Total;Todas las edades;2025;1.133
28 Madrid;28079 Madrid;2807911173 Madrid sección 11173;Total;Todas las edades;2025;1.559
28 Madrid;28079 Madrid;2807911174 Madrid sección 11174;Total;Todas las edades;2025;912
28 Madrid;28079 Madrid;2807911175 Madrid sección 11175;Total;Todas las edades;2025;1.738
28 Madrid;28079 Madrid;2807911176 Madrid sección 11176;Total;Todas las edades;2025;1.286
28 Madrid;28079 Madrid;2807911177 Madrid sección 11177;Total;Todas las edades;2025;2.660
28 Madrid;28079 Madrid;2807911178 Madrid sección 11178;Total;Todas las edades;2025;1.025
28 Madrid;28079 Madrid;2807911179 Madrid sección 11179;Total;Todas las edades;2025;1.017
28 Madrid;28079 Madrid;2807911180 Madrid sección 11180;Total;Todas las edades;2025;1.384
28 Madrid;28079 Madrid;2807911181 Madrid sección 11181;Total;Todas las edades;2025;974
28 Madrid;28079 Madrid;2807911182 Madrid sección 11182;Total;Todas las edades;2025;1.375
28 Madrid;28079 Madrid;2807911183 Madrid sección 11183;Total;Todas las edades;2025;2.540
28 Madrid;28079 Madrid;2807911184 Madrid sección 11184;Total;Todas las edades;2025;1.131
28 Madrid;28079 Madrid;2807911185 Madrid sección 11185;Total;Todas las edades;2025;1.676
28 Madrid;28079 Madrid;2807911186 Madrid sección 11186;Total;Todas las edades;2025;2.060
28 Madrid;28079 Madrid;2807911187 Madrid sección 11187;Total;Todas las edades;2025;1.886
28 Madrid;28079 Madrid;2807911188 Madrid sección 11188;Total;Todas las edades;2025;1.951
28 Madrid;28079 Madrid;2807911189 Madrid sección 11189;Total;Todas las edades;2025;2.564
28 Madrid;28079 Madrid;2807911190 Madrid sección 11190;Total;Todas las edades;2025;1.597
28 Madrid;28079 Madrid;2807911191 Madrid sección 11191;Total;Todas las edades;2025;3.036
28 Madrid;28079 Madrid;2807911192 Madrid sección 11192;Total;Todas las edades;2025;1.998
28 Madrid;28079 Madrid;2807911193 Madrid sección 11193;Total;Todas las edades;2025;1.886
28 Madrid;28079 Madrid;2807911194 Madrid sección 11194;Total;Todas las edades;2025;1.171
28 Madrid;28079 Madrid;2807911195 Madrid sección 11195;Total;Todas las edades;2025;1.926
28 Madrid;28079 Madrid;2807911196 Madrid sección 11196;Total;Todas las edades;2025;1.271
28 Madrid;28079 Madrid;2807911197 Madrid sección 11197;Total;Todas las edades;2025;1.561
28 Madrid;28079 Madrid;2807911198 Madrid sección 11198;Total;Todas las edades;2025;2.185
28 Madrid;28079 Madrid;2807911199 Madrid sección 11199;Total;Todas las edades;2025;1.886
28 Madrid;28079 Madrid;2807911200 Madrid sección 11200;Total;Todas las edades;2025;1.328
28 Madrid;28079 Madrid;2807911201 Madrid sección 11201;Total;Todas las edades;2025;1.389
28 Madrid;28079 Madrid;2807912001 Madrid sección 12001;Total;Todas las edades;2025;691
28 Madrid;28079 Madrid;2807912002 Madrid sección 12002;Total;Todas las edades;2025;833
28 Madrid;28079 Madrid;2807912003 Madrid sección 12003;Total;Todas las edades;2025;1.292
28 Madrid;28079 Madrid;2807912005 Madrid sección 12005;Total;Todas las edades;2025;1.139
28 Madrid;28079 Madrid;2807912006 Madrid sección 12006;Total;Todas las edades;2025;813
28 Madrid;28079 Madrid;2807912007 Madrid sección 12007;Total;Todas las edades;2025;1.524
28 Madrid;28079 Madrid;2807912008 Madrid sección 12008;Total;Todas las edades;2025;1.270
28 Madrid;28079 Madrid;2807912009 Madrid sección 12009;Total;Todas las edades;2025;1.145
28 Madrid;28079 Madrid;2807912010 Madrid sección 12010;Total;Todas las edades;2025;1.002
28 Madrid;28079 Madrid;2807912011 Madrid sección 12011;Total;Todas las edades;2025;1.026
28 Madrid;28079 Madrid;2807912012 Madrid sección 12012;Total;Todas las edades;2025;1.063
28 Madrid;28079 Madrid;2807912013 Madrid sección 12013;Total;Todas las edades;2025;1.044
28 Madrid;28079 Madrid;2807912014 Madrid sección 12014;Total;Todas las edades;2025;1.052
28 Madrid;28079 Madrid;2807912015 Madrid sección 12015;Total;Todas las edades;2025;1.157
28 Madrid;28079 Madrid;2807912016 Madrid sección 12016;Total;Todas las edades;2025;1.693
28 Madrid;28079 Madrid;2807912018 Madrid sección 12018;Total;Todas las edades;2025;1.970
28 Madrid;28079 Madrid;2807912019 Madrid sección 12019;Total;Todas las edades;2025;1.327
28 Madrid;28079 Madrid;2807912020 Madrid sección 12020;Total;Todas las edades;2025;1.519
28 Madrid;28079 Madrid;2807912022 Madrid sección 12022;Total;Todas las edades;2025;1.812
28 Madrid;28079 Madrid;2807912023 Madrid sección 12023;Total;Todas las edades;2025;1.580
28 Madrid;28079 Madrid;2807912024 Madrid sección 12024;Total;Todas las edades;2025;2.197
28 Madrid;28079 Madrid;2807912027 Madrid sección 12027;Total;Todas las edades;2025;1.830
28 Madrid;28079 Madrid;2807912028 Madrid sección 12028;Total;Todas las edades;2025;993
28 Madrid;28079 Madrid;2807912029 Madrid sección 12029;Total;Todas las edades;2025;1.476
28 Madrid;28079 Madrid;2807912030 Madrid sección 12030;Total;Todas las edades;2025;1.405
28 Madrid;28079 Madrid;2807912031 Madrid sección 12031;Total;Todas las edades;2025;924
28 Madrid;28079 Madrid;2807912032 Madrid sección 12032;Total;Todas las edades;2025;2.804
28 Madrid;28079 Madrid;2807912033 Madrid sección 12033;Total;Todas las edades;2025;1.331
28 Madrid;28079 Madrid;2807912034 Madrid sección 12034;Total;Todas las edades;2025;2.385
28 Madrid;28079 Madrid;2807912037 Madrid sección 12037;Total;Todas las edades;2025;1.417
28 Madrid;28079 Madrid;2807912039 Madrid sección 12039;Total;Todas las edades;2025;1.190
28 Madrid;28079 Madrid;2807912041 Madrid sección 12041;Total;Todas las edades;2025;1.774
28 Madrid;28079 Madrid;2807912042 Madrid sección 12042;Total;Todas las edades;2025;1.396
28 Madrid;28079 Madrid;2807912043 Madrid sección 12043;Total;Todas las edades;2025;1.439
28 Madrid;28079 Madrid;2807912044 Madrid sección 12044;Total;Todas las edades;2025;1.791
28 Madrid;28079 Madrid;2807912045 Madrid sección 12045;Total;Todas las edades;2025;2.050
28 Madrid;28079 Madrid;2807912046 Madrid sección 12046;Total;Todas las edades;2025;1.999
28 Madrid;28079 Madrid;2807912047 Madrid sección 12047;Total;Todas las edades;2025;1.266
28 Madrid;28079 Madrid;2807912048 Madrid sección 12048;Total;Todas las edades;2025;1.791
28 Madrid;28079 Madrid;2807912049 Madrid sección 12049;Total;Todas las edades;2025;1.875
28 Madrid;28079 Madrid;2807912050 Madrid sección 12050;Total;Todas las edades;2025;1.558
28 Madrid;28079 Madrid;2807912051 Madrid sección 12051;Total;Todas las edades;2025;1.438
28 Madrid;28079 Madrid;2807912052 Madrid sección 12052;Total;Todas las edades;2025;2.422
28 Madrid;28079 Madrid;2807912053 Madrid sección 12053;Total;Todas las edades;2025;1.936
28 Madrid;28079 Madrid;2807912054 Madrid sección 12054;Total;Todas las edades;2025;1.359
28 Madrid;28079 Madrid;2807912055 Madrid sección 12055;Total;Todas las edades;2025;1.874
28 Madrid;28079 Madrid;2807912056 Madrid sección 12056;Total;Todas las edades;2025;1.973
28 Madrid;28079 Madrid;2807912057 Madrid sección 12057;Total;Todas las edades;2025;1.804
28 Madrid;28079 Madrid;2807912059 Madrid sección 12059;Total;Todas las edades;2025;1.699
28 Madrid;28079 Madrid;2807912061 Madrid sección 12061;Total;Todas las edades;2025;2.377
28 Madrid;28079 Madrid;2807912062 Madrid sección 12062;Total;Todas las edades;2025;1.668
28 Madrid;28079 Madrid;2807912064 Madrid sección 12064;Total;Todas las edades;2025;1.485
28 Madrid;28079 Madrid;2807912065 Madrid sección 12065;Total;Todas las edades;2025;1.467
28 Madrid;28079 Madrid;2807912066 Madrid sección 12066;Total;Todas las edades;2025;1.867
28 Madrid;28079 Madrid;2807912067 Madrid sección 12067;Total;Todas las edades;2025;2.406
28 Madrid;28079 Madrid;2807912069 Madrid sección 12069;Total;Todas las edades;2025;1.352
28 Madrid;28079 Madrid;2807912070 Madrid sección 12070;Total;Todas las edades;2025;1.179
28 Madrid;28079 Madrid;2807912071 Madrid sección 12071;Total;Todas las edades;2025;1.922
28 Madrid;28079 Madrid;2807912073 Madrid sección 12073;Total;Todas las edades;2025;1.232
28 Madrid;28079 Madrid;2807912074 Madrid sección 12074;Total;Todas las edades;2025;1.036
28 Madrid;28079 Madrid;2807912075 Madrid sección 12075;Total;Todas las edades;2025;1.840
28 Madrid;28079 Madrid;2807912077 Madrid sección 12077;Total;Todas las edades;2025;1.580
28 Madrid;28079 Madrid;2807912078 Madrid sección 12078;Total;Todas las edades;2025;1.624
28 Madrid;28079 Madrid;2807912079 Madrid sección 12079;Total;Todas las edades;2025;1.332
28 Madrid;28079 Madrid;2807912080 Madrid sección 12080;Total;Todas las edades;2025;1.725
28 Madrid;28079 Madrid;2807912081 Madrid sección 12081;Total;Todas las edades;2025;1.596
28 Madrid;28079 Madrid;2807912082 Madrid sección 12082;Total;Todas las edades;2025;1.148
28 Madrid;28079 Madrid;2807912083 Madrid sección 12083;Total;Todas las edades;2025;1.436
28 Madrid;28079 Madrid;2807912084 Madrid sección 12084;Total;Todas las edades;2025;1.233
28 Madrid;28079 Madrid;2807912086 Madrid sección 12086;Total;Todas las edades;2025;1.307
28 Madrid;28079 Madrid;2807912087 Madrid sección 12087;Total;Todas las edades;2025;2.116
28 Madrid;28079 Madrid;2807912088 Madrid sección 12088;Total;Todas las edades;2025;2.320
28 Madrid;28079 Madrid;2807912089 Madrid sección 12089;Total;Todas las edades;2025;1.374
28 Madrid;28079 Madrid;2807912090 Madrid sección 12090;Total;Todas las edades;2025;1.414
28 Madrid;28079 Madrid;2807912091 Madrid sección 12091;Total;Todas las edades;2025;1.860
28 Madrid;28079 Madrid;2807912092 Madrid sección 12092;Total;Todas las edades;2025;1.566
28 Madrid;28079 Madrid;2807912093 Madrid sección 12093;Total;Todas las edades;2025;2.196
28 Madrid;28079 Madrid;2807912094 Madrid sección 12094;Total;Todas las edades;2025;2.516
28 Madrid;28079 Madrid;2807912096 Madrid sección 12096;Total;Todas las edades;2025;1.717
28 Madrid;28079 Madrid;2807912097 Madrid sección 12097;Total;Todas las edades;2025;1.396
28 Madrid;28079 Madrid;2807912098 Madrid sección 12098;Total;Todas las edades;2025;1.786
28 Madrid;28079 Madrid;2807912099 Madrid sección 12099;Total;Todas las edades;2025;1.307
28 Madrid;28079 Madrid;2807912100 Madrid sección 12100;Total;Todas las edades;2025;1.707
28 Madrid;28079 Madrid;2807912101 Madrid sección 12101;Total;Todas las edades;2025;1.827
28 Madrid;28079 Madrid;2807912102 Madrid sección 12102;Total;Todas las edades;2025;2.577
28 Madrid;28079 Madrid;2807912103 Madrid sección 12103;Total;Todas las edades;2025;2.457
28 Madrid;28079 Madrid;2807912104 Madrid sección 12104;Total;Todas las edades;2025;1.917
28 Madrid;28079 Madrid;2807912105 Madrid sección 12105;Total;Todas las edades;2025;1.671
28 Madrid;28079 Madrid;2807912106 Madrid sección 12106;Total;Todas las edades;2025;2.422
28 Madrid;28079 Madrid;2807912107 Madrid sección 12107;Total;Todas las edades;2025;2.542
28 Madrid;28079 Madrid;2807912108 Madrid sección 12108;Total;Todas las edades;2025;1.510
28 Madrid;28079 Madrid;2807912109 Madrid sección 12109;Total;Todas las edades;2025;2.269
28 Madrid;28079 Madrid;2807912110 Madrid sección 12110;Total;Todas las edades;2025;1.755
28 Madrid;28079 Madrid;2807913002 Madrid sección 13002;Total;Todas las edades;2025;1.267
28 Madrid;28079 Madrid;2807913003 Madrid sección 13003;Total;Todas las edades;2025;977
28 Madrid;28079 Madrid;2807913004 Madrid sección 13004;Total;Todas las edades;2025;762
28 Madrid;28079 Madrid;2807913005 Madrid sección 13005;Total;Todas las edades;2025;982
28 Madrid;28079 Madrid;2807913006 Madrid sección 13006;Total;Todas las edades;2025;970
28 Madrid;28079 Madrid;2807913007 Madrid sección 13007;Total;Todas las edades;2025;1.067
28 Madrid;28079 Madrid;2807913008 Madrid sección 13008;Total;Todas las edades;2025;1.813
28 Madrid;28079 Madrid;2807913010 Madrid sección 13010;Total;Todas las edades;2025;1.150
28 Madrid;28079 Madrid;2807913011 Madrid sección 13011;Total;Todas las edades;2025;952
28 Madrid;28079 Madrid;2807913012 Madrid sección 13012;Total;Todas las edades;2025;1.376
28 Madrid;28079 Madrid;2807913013 Madrid sección 13013;Total;Todas las edades;2025;1.428
28 Madrid;28079 Madrid;2807913014 Madrid sección 13014;Total;Todas las edades;2025;2.276
28 Madrid;28079 Madrid;2807913016 Madrid sección 13016;Total;Todas las edades;2025;1.356
