Data_Referencia;Codi_Districte;Nom_Districte;Codi_Barri;Nom_Barri;AEB;Seccio_Censal;Valor
01/01/2026;6;Gràcia;28;Vallcarca i els Penitents;115;6006;1074
01/01/2026;6;Gràcia;28;Vallcarca i els Penitents;115;6007;2012
01/01/2026;6;Gràcia;28;Vallcarca i els Penitents;115;6008;2123
01/01/2026;6;Gràcia;28;Vallcarca i els Penitents;116;6009;1389
01/01/2026;6;Gràcia;28;Vallcarca i els Penitents;116;6010;1081
01/01/2026;6;Gràcia;28;Vallcarca i els Penitents;117;6011;1313
01/01/2026;6;Gràcia;28;Vallcarca i els Penitents;117;6012;1171
01/01/2026;6;Gràcia;29;el Coll;118;6013;1922
01/01/2026;6;Gràcia;29;el Coll;118;6014;1488
01/01/2026;6;Gràcia;29;el Coll;118;6015;1464
01/01/2026;6;Gràcia;29;el Coll;118;6016;1685
01/01/2026;6;Gràcia;29;el Coll;118;6017;1497
01/01/2026;6;Gràcia;30;la Salut;119;6018;1401
01/01/2026;6;Gràcia;30;la Salut;119;6019;1583
01/01/2026;6;Gràcia;30;la Salut;119;6020;1255
01/01/2026;6;Gràcia;30;la Salut;119;6021;1403
01/01/2026;6;Gràcia;30;la Salut;120;6022;1402
01/01/2026;6;Gràcia;30;la Salut;120;6023;1279
01/01/2026;6;Gràcia;30;la Salut;120;6024;1753
01/01/2026;6;Gràcia;30;la Salut;120;6025;1471
01/01/2026;6;Gràcia;30;la Salut;120;6026;1149
01/01/2026;6;Gràcia;30;la Salut;120;6027;1251
01/01/2026;6;Gràcia;31;la Vila de Gràcia;121;6028;1339
01/01/2026;6;Gràcia;31;la Vila de Gràcia;121;6029;1441
01/01/2026;6;Gràcia;31;la Vila de Gràcia;121;6030;1373
01/01/2026;6;Gràcia;31;la Vila de Gràcia;121;6031;1136
01/01/2026;6;Gràcia;31;la Vila de Gràcia;121;6032;1169
01/01/2026;6;Gràcia;31;la Vila de Gràcia;122;6033;1346
01/01/2026;6;Gràcia;31;la Vila de Gràcia;122;6034;1215
01/01/2026;6;Gràcia;31;la Vila de Gràcia;122;6035;1096
01/01/2026;6;Gràcia;31;la Vila de Gràcia;122;6036;1501
01/01/2026;6;Gràcia;31;la Vila de Gràcia;123;6037;1112
01/01/2026;6;Gràcia;31;la Vila de Gràcia;123;6038;1573
01/01/2026;6;Gràcia;31;la Vila de Gràcia;123;6039;1635
01/01/2026;6;Gràcia;31;la Vila de Gràcia;124;6040;1779
01/01/2026;6;Gràcia;31;la Vila de Gràcia;124;6041;1858
01/01/2026;6;Gràcia;31;la Vila de Gràcia;124;6042;1756
01/01/2026;6;Gràcia;31;la Vila de Gràcia;125;6043;1345
01/01/2026;6;Gràcia;31;la Vila de Gràcia;125;6044;1690
01/01/2026;6;Gràcia;31;la Vila de Gràcia;126;6045;1239
01/01/2026;6;Gràcia;31;la Vila de Gràcia;126;6046;1172
01/01/2026;6;Gràcia;31;la Vila de Gràcia;126;6047;1272
01/01/2026;6;Gràcia;31;la Vila de Gràcia;126;6048;1402
01/01/2026;6;Gràcia;31;la Vila de Gràcia;127;6049;1135
01/01/2026;6;Gràcia;31;la Vila de Gràcia;127;6050;1274
01/01/2026;6;Gràcia;31;la Vila de Gràcia;127;6051;1277
01/01/2026;6;Gràcia;31;la Vila de Gràcia;128;6052;1483
01/01/2026;6;Gràcia;31;la Vila de Gràcia;128;6053;1547
01/01/2026;6;Gràcia;31;la Vila de Gràcia;128;6054;1574
01/01/2026;6;Gràcia;31;la Vila de Gràcia;129;6055;1374
01/01/2026;6;Gràcia;31;la Vila de Gràcia;129;6056;1702
01/01/2026;6;Gràcia;31;la Vila de Gràcia;129;6057;1532
01/01/2026;6;Gràcia;31;la Vila de Gràcia;129;6058;1743
01/01/2026;6;Gràcia;31;la Vila de Gràcia;129;6059;1510
01/01/2026;6;Gràcia;31;la Vila de Gràcia;130;6060;1775
01/01/2026;6;Gràcia;31;la Vila de Gràcia;130;6061;1377
01/01/2026;6;Gràcia;31;la Vila de Gràcia;130;6062;1231
01/01/2026;6;Gràcia;31;la Vila de Gràcia;130;6063;1494
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;131;6064;1926
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;131;6065;1153
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;131;6066;1006
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;131;6067;1893
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;131;6068;1592
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;131;6069;1108
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;131;6070;1922
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;132;6071;1100
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;132;6072;1689
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;132;6073;1325
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;132;6074;1158
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;132;6075;1120
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;132;6076;1246
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;133;6077;1213
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;133;6078;1347
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;133;6079;1180
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;133;6080;1132
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;133;6081;1342
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;134;6082;3330
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;134;6083;1681
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;134;6084;1499
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;134;6085;1357
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;134;6086;1009
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;134;6087;1809
01/01/2026;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;134;6088;1285
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;135;7001;1564
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;135;7002;1100
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;135;7003;1343
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;135;7004;1587
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;135;7005;1453
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;135;7006;956
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;135;7007;1398
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;135;7008;1399
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;136;7009;1317
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;136;7010;1325
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;136;7011;1155
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;136;7012;1599
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;136;7013;1232
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;137;7014;907
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;137;7015;1422
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;137;7016;1343
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;137;7017;1805
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;137;7018;1715
01/01/2026;7;Horta-Guinardó;33;el Baix Guinardó;137;7019;1657
01/01/2026;7;Horta-Guinardó;34;Can Baró;138;7020;1725
01/01/2026;7;Horta-Guinardó;34;Can Baró;138;7021;1094
01/01/2026;7;Horta-Guinardó;34;Can Baró;138;7022;1190
01/01/2026;7;Horta-Guinardó;34;Can Baró;138;7023;1404
01/01/2026;7;Horta-Guinardó;34;Can Baró;138;7024;1574
01/01/2026;7;Horta-Guinardó;34;Can Baró;138;7025;1536
01/01/2026;7;Horta-Guinardó;34;Can Baró;138;7026;1122
01/01/2026;7;Horta-Guinardó;35;el Guinardó;139;7027;2167
01/01/2026;7;Horta-Guinardó;35;el Guinardó;139;7028;1532
01/01/2026;7;Horta-Guinardó;35;el Guinardó;139;7029;1309
01/01/2026;7;Horta-Guinardó;35;el Guinardó;139;7030;1520
01/01/2026;7;Horta-Guinardó;35;el Guinardó;140;7031;1618
01/01/2026;7;Horta-Guinardó;35;el Guinardó;140;7032;1514
01/01/2026;7;Horta-Guinardó;35;el Guinardó;140;7033;1493
01/01/2026;7;Horta-Guinardó;35;el Guinardó;140;7034;1921
01/01/2026;7;Horta-Guinardó;35;el Guinardó;140;7035;1855
01/01/2026;7;Horta-Guinardó;35;el Guinardó;140;7036;1497
01/01/2026;7;Horta-Guinardó;35;el Guinardó;140;7037;1564
01/01/2026;7;Horta-Guinardó;35;el Guinardó;140;7038;1338
01/01/2026;7;Horta-Guinardó;35;el Guinardó;141;7039;1650
01/01/2026;7;Horta-Guinardó;35;el Guinardó;141;7040;1586
01/01/2026;7;Horta-Guinardó;35;el Guinardó;141;7041;1472
01/01/2026;7;Horta-Guinardó;35;el Guinardó;142;7042;1655
01/01/2026;7;Horta-Guinardó;35;el Guinardó;142;7043;1490
01/01/2026;7;Horta-Guinardó;35;el Guinardó;142;7044;1365
01/01/2026;7;Horta-Guinardó;35;el Guinardó;142;7045;1723
01/01/2026;7;Horta-Guinardó;35;el Guinardó;142;7046;1405
01/01/2026;7;Horta-Guinardó;35;el Guinardó;143;7047;1567
01/01/2026;7;Horta-Guinardó;35;el Guinardó;143;7048;1371
01/01/2026;7;Horta-Guinardó;35;el Guinardó;143;7049;1208
01/01/2026;7;Horta-Guinardó;35;el Guinardó;143;7050;1385
01/01/2026;7;Horta-Guinardó;35;el Guinardó;143;7051;1939
01/01/2026;7;Horta-Guinardó;36;la Font d'en Fargues;144;7052;1347
01/01/2026;7;Horta-Guinardó;36;la Font d'en Fargues;144;7053;1449
01/01/2026;7;Horta-Guinardó;36;la Font d'en Fargues;144;7054;1688
01/01/2026;7;Horta-Guinardó;36;la Font d'en Fargues;145;7055;1226
01/01/2026;7;Horta-Guinardó;36;la Font d'en Fargues;145;7056;1260
01/01/2026;7;Horta-Guinardó;36;la Font d'en Fargues;145;7057;1490
01/01/2026;7;Horta-Guinardó;36;la Font d'en Fargues;145;7058;1385
01/01/2026;7;Horta-Guinardó;37;el Carmel;146;7059;1426
01/01/2026;7;Horta-Guinardó;37;el Carmel;146;7060;1900
01/01/2026;7;Horta-Guinardó;37;el Carmel;147;7061;1403
01/01/2026;7;Horta-Guinardó;37;el Carmel;147;7062;1355
01/01/2026;7;Horta-Guinardó;37;el Carmel;147;7063;1462
01/01/2026;7;Horta-Guinardó;37;el Carmel;147;7064;1685
01/01/2026;7;Horta-Guinardó;37;el Carmel;147;7065;1856
01/01/2026;7;Horta-Guinardó;37;el Carmel;147;7066;1918
01/01/2026;7;Horta-Guinardó;37;el Carmel;147;7067;1654
01/01/2026;7;Horta-Guinardó;37;el Carmel;147;7068;1385
01/01/2026;7;Horta-Guinardó;37;el Carmel;147;7069;1541
01/01/2026;7;Horta-Guinardó;37;el Carmel;147;7070;1483
01/01/2026;7;Horta-Guinardó;37;el Carmel;148;7071;1356
01/01/2026;7;Horta-Guinardó;37;el Carmel;148;7072;1472
01/01/2026;7;Horta-Guinardó;37;el Carmel;148;7073;1182
01/01/2026;7;Horta-Guinardó;37;el Carmel;148;7074;1761
01/01/2026;7;Horta-Guinardó;37;el Carmel;148;7075;1282
01/01/2026;7;Horta-Guinardó;37;el Carmel;148;7076;1495
01/01/2026;7;Horta-Guinardó;37;el Carmel;148;7077;1324
01/01/2026;7;Horta-Guinardó;37;el Carmel;148;7078;1516
01/01/2026;7;Horta-Guinardó;37;el Carmel;148;7079;1573
01/01/2026;7;Horta-Guinardó;37;el Carmel;148;7080;1770
01/01/2026;7;Horta-Guinardó;38;la Teixonera;149;7081;1948
01/01/2026;7;Horta-Guinardó;38;la Teixonera;149;7082;1375
01/01/2026;7;Horta-Guinardó;38;la Teixonera;149;7083;1416
01/01/2026;7;Horta-Guinardó;38;la Teixonera;149;7084;1439
01/01/2026;7;Horta-Guinardó;38;la Teixonera;149;7085;1326
01/01/2026;7;Horta-Guinardó;38;la Teixonera;149;7086;1602
01/01/2026;7;Horta-Guinardó;38;la Teixonera;149;7087;1784
01/01/2026;7;Horta-Guinardó;38;la Teixonera;149;7088;1837
01/01/2026;7;Horta-Guinardó;39;Sant Genís dels Agudells;150;7089;1433
01/01/2026;7;Horta-Guinardó;39;Sant Genís dels Agudells;150;7090;1644
01/01/2026;7;Horta-Guinardó;39;Sant Genís dels Agudells;150;7091;1334
01/01/2026;7;Horta-Guinardó;39;Sant Genís dels Agudells;150;7092;1627
01/01/2026;7;Horta-Guinardó;39;Sant Genís dels Agudells;150;7093;1852
01/01/2026;7;Horta-Guinardó;40;Montbau;151;7094;1332
01/01/2026;7;Horta-Guinardó;40;Montbau;151;7095;1636
01/01/2026;7;Horta-Guinardó;40;Montbau;151;7096;1509
01/01/2026;7;Horta-Guinardó;40;Montbau;151;7097;876
01/01/2026;7;Horta-Guinardó;41;la Vall d'Hebron;152;7098;2226
01/01/2026;7;Horta-Guinardó;41;la Vall d'Hebron;152;7099;1038
01/01/2026;7;Horta-Guinardó;41;la Vall d'Hebron;152;7100;1236
01/01/2026;7;Horta-Guinardó;41;la Vall d'Hebron;152;7101;1587
01/01/2026;7;Horta-Guinardó;42;la Clota;153;7102;1123
01/01/2026;7;Horta-Guinardó;43;Horta;154;7103;1652
01/01/2026;7;Horta-Guinardó;43;Horta;154;7104;1644
01/01/2026;7;Horta-Guinardó;43;Horta;154;7105;1148
01/01/2026;7;Horta-Guinardó;43;Horta;154;7106;1234
01/01/2026;7;Horta-Guinardó;43;Horta;154;7107;1171
01/01/2026;7;Horta-Guinardó;43;Horta;154;7108;1265
01/01/2026;7;Horta-Guinardó;43;Horta;154;7109;1691
01/01/2026;7;Horta-Guinardó;43;Horta;154;7110;1056
01/01/2026;7;Horta-Guinardó;43;Horta;154;7111;944
01/01/2026;7;Horta-Guinardó;43;Horta;155;7112;1341
01/01/2026;7;Horta-Guinardó;43;Horta;155;7113;1291
01/01/2026;7;Horta-Guinardó;43;Horta;155;7114;1271
01/01/2026;7;Horta-Guinardó;43;Horta;155;7115;1098
01/01/2026;7;Horta-Guinardó;43;Horta;155;7116;1559
01/01/2026;7;Horta-Guinardó;43;Horta;155;7117;4580
01/01/2026;7;Horta-Guinardó;43;Horta;155;7118;1314
01/01/2026;7;Horta-Guinardó;43;Horta;156;7119;1404
01/01/2026;7;Horta-Guinardó;43;Horta;156;7120;1266
01/01/2026;7;Horta-Guinardó;43;Horta;156;7121;1268
01/01/2026;7;Horta-Guinardó;43;Horta;156;7122;1431
01/01/2026;7;Horta-Guinardó;43;Horta;156;7123;1488
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;157;8001;1264
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;157;8002;1352
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;157;8003;1287
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;157;8004;1538
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;157;8005;1138
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;157;8006;1709
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;157;8007;1201
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;157;8008;1640
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;158;8009;1797
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;159;8010;1141
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;159;8011;1207
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;159;8012;1299
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;159;8013;1221
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;159;8014;1279
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;160;8015;1531
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;160;8016;1215
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;160;8017;1338
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;160;8018;1493
01/01/2026;8;Nou Barris;44;Vilapicina i la Torre Llobeta;160;8019;1828
01/01/2026;8;Nou Barris;45;Porta;161;8020;1477
01/01/2026;8;Nou Barris;45;Porta;161;8021;1476
01/01/2026;8;Nou Barris;45;Porta;161;8022;1246
01/01/2026;8;Nou Barris;45;Porta;161;8023;1477
01/01/2026;8;Nou Barris;45;Porta;161;8024;1403
01/01/2026;8;Nou Barris;45;Porta;161;8025;1329
01/01/2026;8;Nou Barris;45;Porta;161;8026;1466
01/01/2026;8;Nou Barris;45;Porta;162;8027;1466
01/01/2026;8;Nou Barris;45;Porta;162;8028;1079
01/01/2026;8;Nou Barris;45;Porta;162;8029;1511
01/01/2026;8;Nou Barris;45;Porta;162;8030;1492
01/01/2026;8;Nou Barris;45;Porta;163;8031;1298
01/01/2026;8;Nou Barris;45;Porta;163;8032;1287
01/01/2026;8;Nou Barris;45;Porta;163;8033;1518
01/01/2026;8;Nou Barris;45;Porta;163;8034;1334
01/01/2026;8;Nou Barris;45;Porta;163;8035;7056
01/01/2026;8;Nou Barris;45;Porta;163;8036;1647
01/01/2026;8;Nou Barris;45;Porta;163;8037;1637
01/01/2026;8;Nou Barris;46;el Turó de la Peira;164;8038;1721
01/01/2026;8;Nou Barris;46;el Turó de la Peira;164;8039;1691
01/01/2026;8;Nou Barris;46;el Turó de la Peira;164;8040;2025
01/01/2026;8;Nou Barris;46;el Turó de la Peira;164;8041;2743
01/01/2026;8;Nou Barris;46;el Turó de la Peira;164;8042;1334
01/01/2026;8;Nou Barris;46;el Turó de la Peira;164;8043;1121
01/01/2026;8;Nou Barris;46;el Turó de la Peira;165;8044;1427
01/01/2026;8;Nou Barris;46;el Turó de la Peira;165;8045;1894
01/01/2026;8;Nou Barris;46;el Turó de la Peira;165;8046;1636
01/01/2026;8;Nou Barris;46;el Turó de la Peira;165;8047;1786
01/01/2026;8;Nou Barris;47;Can Peguera;166;8048;955
01/01/2026;8;Nou Barris;47;Can Peguera;166;8049;1167
01/01/2026;8;Nou Barris;48;la Guineueta;167;8050;1368
01/01/2026;8;Nou Barris;48;la Guineueta;167;8051;1340
01/01/2026;8;Nou Barris;48;la Guineueta;167;8052;927
01/01/2026;8;Nou Barris;48;la Guineueta;167;8053;1125
01/01/2026;8;Nou Barris;48;la Guineueta;167;8054;1694
01/01/2026;8;Nou Barris;48;la Guineueta;167;8055;1798
01/01/2026;8;Nou Barris;48;la Guineueta;167;8215;1642
01/01/2026;8;Nou Barris;48;la Guineueta;168;8056;1588
01/01/2026;8;Nou Barris;48;la Guineueta;168;8057;1392
01/01/2026;8;Nou Barris;48;la Guineueta;168;8058;1698
01/01/2026;8;Nou Barris;48;la Guineueta;168;8059;1052
01/01/2026;8;Nou Barris;49;Canyelles;169;8060;1241
01/01/2026;8;Nou Barris;49;Canyelles;169;8061;1648
01/01/2026;8;Nou Barris;49;Canyelles;169;8062;1131
01/01/2026;8;Nou Barris;49;Canyelles;169;8063;1075
01/01/2026;8;Nou Barris;49;Canyelles;169;8064;1811
01/01/2026;8;Nou Barris;50;les Roquetes;170;8065;1868
01/01/2026;8;Nou Barris;50;les Roquetes;170;8066;1742
01/01/2026;8;Nou Barris;50;les Roquetes;170;8067;1987
01/01/2026;8;Nou Barris;50;les Roquetes;170;8068;2039
01/01/2026;8;Nou Barris;50;les Roquetes;170;8069;1668
01/01/2026;8;Nou Barris;50;les Roquetes;171;8070;1603
01/01/2026;8;Nou Barris;50;les Roquetes;171;8071;1796
01/01/2026;8;Nou Barris;50;les Roquetes;171;8072;1235
01/01/2026;8;Nou Barris;50;les Roquetes;171;8073;1998
01/01/2026;8;Nou Barris;50;les Roquetes;171;8074;1659
01/01/2026;8;Nou Barris;51;Verdun;172;8075;2022
01/01/2026;8;Nou Barris;51;Verdun;172;8076;1673
01/01/2026;8;Nou Barris;51;Verdun;172;8077;1440
01/01/2026;8;Nou Barris;51;Verdun;173;8078;1720
01/01/2026;8;Nou Barris;51;Verdun;173;8079;1527
01/01/2026;8;Nou Barris;51;Verdun;173;8080;1647
01/01/2026;8;Nou Barris;51;Verdun;173;8081;1747
01/01/2026;8;Nou Barris;51;Verdun;173;8082;1731
01/01/2026;8;Nou Barris;52;la Prosperitat;174;8083;1388
01/01/2026;8;Nou Barris;52;la Prosperitat;174;8084;1197
01/01/2026;8;Nou Barris;52;la Prosperitat;174;8085;1605
01/01/2026;8;Nou Barris;52;la Prosperitat;174;8086;1798
01/01/2026;8;Nou Barris;52;la Prosperitat;175;8087;1361
01/01/2026;8;Nou Barris;52;la Prosperitat;175;8088;1334
01/01/2026;8;Nou Barris;52;la Prosperitat;175;8089;1220
01/01/2026;8;Nou Barris;52;la Prosperitat;175;8090;1335
01/01/2026;8;Nou Barris;52;la Prosperitat;175;8091;1463
01/01/2026;8;Nou Barris;52;la Prosperitat;176;8092;986
01/01/2026;8;Nou Barris;52;la Prosperitat;176;8093;1354
01/01/2026;8;Nou Barris;52;la Prosperitat;176;8094;1475
01/01/2026;8;Nou Barris;52;la Prosperitat;176;8095;1165
01/01/2026;8;Nou Barris;52;la Prosperitat;177;8096;1525
01/01/2026;8;Nou Barris;52;la Prosperitat;177;8097;1367
01/01/2026;8;Nou Barris;52;la Prosperitat;177;8098;1342
01/01/2026;8;Nou Barris;52;la Prosperitat;177;8099;1515
01/01/2026;8;Nou Barris;52;la Prosperitat;177;8100;1349
01/01/2026;8;Nou Barris;52;la Prosperitat;177;8101;1765
01/01/2026;8;Nou Barris;52;la Prosperitat;177;8102;1630
01/01/2026;8;Nou Barris;53;la Trinitat Nova;178;8103;1871
01/01/2026;8;Nou Barris;53;la Trinitat Nova;178;8104;1379
01/01/2026;8;Nou Barris;53;la Trinitat Nova;178;8105;1531
01/01/2026;8;Nou Barris;53;la Trinitat Nova;178;8106;1432
01/01/2026;8;Nou Barris;53;la Trinitat Nova;178;8107;1915
01/01/2026;8;Nou Barris;54;Torre Baró;179;8108;2271
01/01/2026;8;Nou Barris;54;Torre Baró;179;8109;965
01/01/2026;8;Nou Barris;55;Ciutat Meridiana;180;8110;2092
01/01/2026;8;Nou Barris;55;Ciutat Meridiana;180;8111;1794
01/01/2026;8;Nou Barris;55;Ciutat Meridiana;180;8112;1896
01/01/2026;8;Nou Barris;55;Ciutat Meridiana;180;8113;1853
01/01/2026;8;Nou Barris;55;Ciutat Meridiana;180;8114;2029
01/01/2026;8;Nou Barris;55;Ciutat Meridiana;180;8115;1829
01/01/2026;8;Nou Barris;56;Vallbona;181;8116;1440
01/01/2026;9;Sant Andreu;57;la Trinitat Vella;182;9001;2835
01/01/2026;9;Sant Andreu;57;la Trinitat Vella;182;9002;2313
01/01/2026;9;Sant Andreu;57;la Trinitat Vella;182;9003;2302
01/01/2026;9;Sant Andreu;57;la Trinitat Vella;182;9004;1837
01/01/2026;9;Sant Andreu;57;la Trinitat Vella;182;9005;2020
01/01/2026;9;Sant Andreu;58;Baró de Viver;183;9006;1322
01/01/2026;9;Sant Andreu;58;Baró de Viver;183;9007;1346
01/01/2026;9;Sant Andreu;59;el Bon Pastor;184;9008;1914
01/01/2026;9;Sant Andreu;59;el Bon Pastor;184;9009;1419
01/01/2026;9;Sant Andreu;59;el Bon Pastor;185;9010;1807
01/01/2026;9;Sant Andreu;59;el Bon Pastor;185;9011;1988
01/01/2026;9;Sant Andreu;59;el Bon Pastor;185;9013;2168
01/01/2026;9;Sant Andreu;59;el Bon Pastor;185;9014;4528
01/01/2026;9;Sant Andreu;59;el Bon Pastor;185;9015;2047
01/01/2026;9;Sant Andreu;60;Sant Andreu;186;9016;1261
01/01/2026;9;Sant Andreu;60;Sant Andreu;186;9017;1569
01/01/2026;9;Sant Andreu;60;Sant Andreu;186;9018;1450
01/01/2026;9;Sant Andreu;60;Sant Andreu;186;9019;2618
01/01/2026;9;Sant Andreu;60;Sant Andreu;186;9020;1197
01/01/2026;9;Sant Andreu;60;Sant Andreu;186;9021;1408
01/01/2026;9;Sant Andreu;60;Sant Andreu;186;9022;1238
01/01/2026;9;Sant Andreu;60;Sant Andreu;186;9023;1210
01/01/2026;9;Sant Andreu;60;Sant Andreu;187;9024;1218
01/01/2026;9;Sant Andreu;60;Sant Andreu;187;9025;1233
01/01/2026;9;Sant Andreu;60;Sant Andreu;187;9026;1535
01/01/2026;9;Sant Andreu;60;Sant Andreu;187;9027;1308
01/01/2026;9;Sant Andreu;60;Sant Andreu;188;9028;1515
01/01/2026;9;Sant Andreu;60;Sant Andreu;188;9029;1080
01/01/2026;9;Sant Andreu;60;Sant Andreu;188;9030;1465
01/01/2026;9;Sant Andreu;60;Sant Andreu;188;9031;1178
01/01/2026;9;Sant Andreu;60;Sant Andreu;189;9032;2499
01/01/2026;9;Sant Andreu;60;Sant Andreu;189;9033;3365
01/01/2026;9;Sant Andreu;60;Sant Andreu;190;9034;1467
01/01/2026;9;Sant Andreu;60;Sant Andreu;190;9035;1612
01/01/2026;9;Sant Andreu;60;Sant Andreu;190;9036;1504
01/01/2026;9;Sant Andreu;60;Sant Andreu;190;9037;1743
01/01/2026;9;Sant Andreu;60;Sant Andreu;190;9038;1751
01/01/2026;9;Sant Andreu;60;Sant Andreu;190;9039;1558
01/01/2026;9;Sant Andreu;60;Sant Andreu;191;9040;1746
01/01/2026;9;Sant Andreu;60;Sant Andreu;191;9041;1431
01/01/2026;9;Sant Andreu;60;Sant Andreu;191;9042;1299
01/01/2026;9;Sant Andreu;60;Sant Andreu;191;9043;1392
01/01/2026;9;Sant Andreu;60;Sant Andreu;191;9044;1593
01/01/2026;9;Sant Andreu;60;Sant Andreu;191;9045;1421
01/01/2026;9;Sant Andreu;60;Sant Andreu;192;9046;1304
01/01/2026;9;Sant Andreu;60;Sant Andreu;192;9047;1623
01/01/2026;9;Sant Andreu;60;Sant Andreu;192;9048;1345
01/01/2026;9;Sant Andreu;60;Sant Andreu;192;9049;1295
01/01/2026;9;Sant Andreu;60;Sant Andreu;192;9050;1574
01/01/2026;9;Sant Andreu;60;Sant Andreu;192;9051;1281
01/01/2026;9;Sant Andreu;60;Sant Andreu;192;9052;1244
01/01/2026;9;Sant Andreu;60;Sant Andreu;192;9053;1691
01/01/2026;9;Sant Andreu;60;Sant Andreu;192;9054;1109
01/01/2026;9;Sant Andreu;61;la Sagrera;193;9055;1871
01/01/2026;9;Sant Andreu;61;la Sagrera;193;9056;1139
01/01/2026;9;Sant Andreu;61;la Sagrera;193;9057;1845
01/01/2026;9;Sant Andreu;61;la Sagrera;193;9058;1586
01/01/2026;9;Sant Andreu;61;la Sagrera;193;9059;1447
01/01/2026;9;Sant Andreu;61;la Sagrera;193;9060;1449
01/01/2026;9;Sant Andreu;61;la Sagrera;193;9156;1267
01/01/2026;9;Sant Andreu;61;la Sagrera;194;9061;1841
01/01/2026;9;Sant Andreu;61;la Sagrera;194;9062;1692
01/01/2026;9;Sant Andreu;61;la Sagrera;195;9063;1550
01/01/2026;9;Sant Andreu;61;la Sagrera;195;9064;1183
