Index_1,Index_2,ID_1,ID_2,Company_1,Company_2,Type_1,Type_2,Group_1,Group_2,Location_1,Location_2,Address_1,Address_2,Distance_m,Address_Similarity,Location_Similarity,Address_Numbers_Available,Same_Address_Number,Same_Company,Same_Type,Same_Group,Should_Cluster,Pair_Classification,Pair_Rule
593,3175,594,3177,Correos,Pudo,Locker,Click&Collect,PUDO,PUDO,Mercado De Prosperidad,Mercado De Prosperidad,"C. de López de Hoyos, 81","C. de López de Hoyos, 81",26.68,100.0,100.0,True,True,False,False,True,True,Same group - strong text match,same group and strong location/address match
594,595,595,596,Correos,Correos,Lsp Pudos,Locker,PUDO,PUDO,Correos Madrid Sucursal 13,Correos Madrid Sucursal 13,"Av. de América, 3","Av. de América, 3",0.0,100.0,100.0,True,True,True,False,True,True,Same group - strong text match,same group and strong location/address match
597,598,598,599,Correos,Correos,Lsp Pudos,Locker,PUDO,PUDO,Correos Madrid Sucursal 46,Correos Madrid Sucursal 46,"C. de Guzmán el Bueno, 86","C. de Guzmán el Bueno, 86",0.0,100.0,100.0,True,True,True,False,True,True,Same group - strong text match,same group and strong location/address match
601,802,602,803,Correos,Amazon,Lsp Pudos,Locker,PUDO,PUDO,Madrid Suc 3. Maudes,Lockers Correos Madrid Sucursal 3,"Calle Maudes, 39","C. de Maudes, 39",46.48,82.76,46.15,True,True,False,False,True,True,Same group - strong text match,same group and strong location/address match
602,603,603,604,Correos,Correos,Lsp Pudos,Locker,PUDO,PUDO,Correos Madrid Sucursal 88,Correos Madrid Sucursal 88,"C. de Mejía Lequerica, 7","C. de Mejía Lequerica, 7",0.0,100.0,100.0,True,True,True,False,True,True,Same group - strong text match,same group and strong location/address match
602,808,603,809,Correos,Amazon,Lsp Pudos,Locker,PUDO,PUDO,Correos Madrid Sucursal 88,Lockers Correos Madrid Sucursal 88,"C. de Mejía Lequerica, 7","C. de Mejía Lequerica, 7",1.62,100.0,86.67,True,True,False,False,True,True,Same group - strong text match,same group and strong location/address match
603,808,604,809,Correos,Amazon,Locker,Locker,PUDO,PUDO,Correos Madrid Sucursal 88,Lockers Correos Madrid Sucursal 88,"C. de Mejía Lequerica, 7","C. de Mejía Lequerica, 7",1.62,100.0,86.67,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
605,606,606,607,Correos,Correos,Lsp Pudos,Locker,PUDO,PUDO,Correos Madrid Sucursal 5,Correos Madrid Sucursal 5,"Carrera de San Francisco, 13","Carrera de San Francisco, 13",0.0,100.0,100.0,True,True,True,False,True,True,Same group - strong text match,same group and strong location/address match
605,819,606,820,Correos,Amazon,Lsp Pudos,Convenience Stores,PUDO,PUDO,Correos Madrid Sucursal 5,Correos Madrid Sucursal 5,"Carrera de San Francisco, 13","Carrera de San Francisco, 13",3.23,100.0,100.0,True,True,False,False,True,True,Same group - strong text match,same group and strong location/address match
605,821,606,822,Correos,Amazon,Lsp Pudos,Locker,PUDO,PUDO,Correos Madrid Sucursal 5,Lockers Correos Madrid Sucursal 5,"Carrera de San Francisco, 13","Carrera de San Francisco, 13",17.99,100.0,86.21,True,True,False,False,True,True,Same group - strong text match,same group and strong location/address match
606,819,607,820,Correos,Amazon,Locker,Convenience Stores,PUDO,PUDO,Correos Madrid Sucursal 5,Correos Madrid Sucursal 5,"Carrera de San Francisco, 13","Carrera de San Francisco, 13",3.23,100.0,100.0,True,True,False,False,True,True,Same group - strong text match,same group and strong location/address match
606,821,607,822,Correos,Amazon,Locker,Locker,PUDO,PUDO,Correos Madrid Sucursal 5,Lockers Correos Madrid Sucursal 5,"Carrera de San Francisco, 13","Carrera de San Francisco, 13",17.99,100.0,86.21,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
607,3122,608,3124,Correos,Pudo,Locker,Click&Collect,PUDO,PUDO,Mercado De La Cebada,Mercado De La Cebada,"Pl. de la Cebada, S/N","Pl. de la Cebada, S/N",14.29,100.0,100.0,False,False,False,False,True,True,Same group - strong text match,same group and strong location/address match
609,1040,610,1041,Correos,Amazon,Lsp Pudos,Locker,PUDO,PUDO,Madrid Suc 4. Carabanchel Bajo,Correos - Madrid Suc 4. Carabanchel Bajo,"Calle General Ricardos, 212","Calle del Gral. Ricardos, 212",26.9,86.79,87.88,True,True,False,False,True,True,Same group - strong text match,same group and strong location/address match
611,613,612,614,Correos,Correos,Lsp Pudos,Locker,PUDO,PUDO,Correos Madrid Sucursal 9,Correos Madrid Sucursal 9,"C. de las Mártires Concepcionistas, 21","C. de las Mártires Concepcionistas, 21",0.0,100.0,100.0,True,True,True,False,True,True,Same group - strong text match,same group and strong location/address match
612,614,613,615,Correos,Correos,Lsp Pudos,Locker,PUDO,PUDO,Correos Madrid Sucursal 53,Correos Madrid Sucursal 53,"C. del Conde de Peñalver, 19 Bis","C. del Conde de Peñalver, 19 Bis",0.0,100.0,100.0,True,True,True,False,True,True,Same group - strong text match,same group and strong location/address match
617,619,618,620,Correos,Correos,Lsp Pudos,Locker,PUDO,PUDO,Correos Madrid Sucursal 40,Correos Madrid Sucursal 40,"C. de Téllez, 27","C. de Téllez, 27",0.0,100.0,100.0,True,True,True,False,True,True,Same group - strong text match,same group and strong location/address match
617,742,618,743,Correos,Correos,Lsp Pudos,Locker,PUDO,PUDO,Correos Madrid Sucursal 40,Estación De Autobuses Madrid Sur,"C. de Téllez, 27","C. de Méndez Álvaro, 28045 Madrid",3.63,44.44,55.17,True,False,True,False,True,True,Same group - close distance,same group and distance <= 15m
