ID,Company,Type,Infrastructure,Type Infrastructure,City,Zip Code,Location,Address,Latitude,Longitude,Company_raw,Type_raw,Infrastructure_raw,Type Infrastructure_raw,City_raw,Location_raw,Address_raw,Zip Code_raw,Import_Source,Import_Classification,Data_Quality_Flag,Record_Service_Type_Code,Record_Service_Type_Name,Type_Group_Code,Type_Group_Name,Company_Normalized,Location_Normalized,Address_Normalized
2648,Gls,Convenience Stores,Privada,Premises,Madrid,28006.0,Ps Autana Trading S. L,"Cl. de Ayala, 144",40.4272216207341,-3.67189047983269,GLS,Convenience stores,Private,Premises,Madrid,Ps Autana Trading S. L,"Cl. de Ayala, 144",28006,,,,7,Convenience Store,1,PUDO,GLS,PS AUTANA TRADING S L,CL DE AYALA 144
